SMILES,TDDFT_S1,TDDFT_T1
C1=CC2=C(c3ccccc3)c3ccc4n3[Mg]n3c(ccc3=C4c3ccccc3)=C(c3ccccc3)C3=NC(=C(c4ccccc4)C1=N2)C=C3,1.7289,1.1275
C1=Cc2c(ccc3ccccc23)NB1c1ccccc1,3.7197,2.6003
CC(C)(C)c1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,2.1276,0.9014
c1csc(-c2ccc(-c3cccs3)s2)c1,3.2126,1.9241
C1=Cc2ccccc2C(=Cc2ccc(-c3ccc(C=C4c5ccccc5-c5ccccc54)cc3)cc2)c2ccccc21,3.0388,2.0815
c1cc2c3c(cccc3c1)-c1cc3c(ccc4ccccc43)cc1-2,3.1238,2.2449
c1ccc2c(c1)c1cccc3cnc2n31,3.0096,2.2622
Cc1cccc2cccc(C)c12,4.2336,2.666
c1cc2c3nc4nsnc4nc3c3ccsc3c2s1,2.2053,1.5933
CN(C)c1ccc(C2=C3C=C(c4ccc(C=O)cc4)S[C@]34c3ccccc3[C@H]2c2ccccc24)cc1,2.3394,1.4369
CC(C)(C)c1ccc2c(c1)[nH]c1c3[nH]c4cc(C(C)(C)C)ccc4c3c3nsnc3c21,2.8862,2.1165
c1ccc2c(c1)-c1c3ccccc3cc3cc4ccccc4c-2c13,2.1944,1.0146
C1=Cc2nc1c(-c1cccs1)c1ccc([nH]1)c(-c1cccs1)c1nc(c(-c3cccs3)c3ccc([nH]3)c2-c2cccs2)C=C1,2.1345,1.3873
C(=C1C=C(c2ccccc2)C=C1c1ccccc1)c1ccc(-c2ccccc2)cc1,2.3857,1.5306
c1ccc2c(c1)c1ccc3ccc4c5ccccc5c5ccc6ccc2c2c6c5c4c3c12,3.0302,2.0644
c1ccc2c(c1)-c1c(ccc3ccccc13)C21c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccc2-c2ccc(-c3ccc4ccc5cccc6ccc3c4c56)cc21,3.0751,2.0334
c1ccc2c(c1)nc1c3ccccc3c3ccccc3n21,3.6804,2.7695
O=C1N/C(=C/c2c3ccccc3cc3ccccc23)C(=O)N1Cc1ccc(Br)cc1,2.6924,1.6574
c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2ccncc21,3.9284,3.0336
COc1ccc(N(c2ccc(OC)cc2)c2ccc3c(c2)C2(c4cc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)ccc4C=C3)c3ccccc3-c3ccccc32)cc1,2.0658,1.7665
c1ccc2c(c1)-c1ccccc1N1B3c4c(cccc4-c4ccccc41)-c1ccccc1N32,2.9484,2.2603
CN(C)c1ccc(-c2oc3cccc4[n+]3c2-c2ccccc2-4)cc1,2.6254,1.7355
c1ccc2c(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5[nH]4)cc3)cncc2c1,3.2295,2.4865
c1ccc2c(c1)B1c3ccccc3-c3ccc4c5c3N1C1=C2c2ccccc2B(c2ccccc2-4)N15,3.0745,2.5081
c1ccc2c(c1)-c1nc-2nc2[n-]c(nc3nc(nc4[n-]c(n1)c1ccccc41)-c1ccccc1-3)c1ccccc21,1.3195,0.5579
c1ccc(C2CSC(c3c4ccc(=[N+]5CCCCC5)cc-4oc4cc(N5CCCCC5)ccc34)SC2)cc1,2.4647,1.6018
CCC[n+]1ccccc1/C=C/c1cc2ccc(N(CC)CC)cc2oc1=O,2.4195,1.543
c1ccc(-n2c3c(c4c2-c2ccccc2C42c4ccccc4-c4ccccc42)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)cc1,3.2339,2.3046
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-c3ccc(-c4ccncn4)s3)cc2)cc1,2.9366,2.1928
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccn3nc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)nc3c2)cc1,3.1486,2.7391
c1ccc2c(c1)c1ccccc1n2-c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(-n7c8ccccc8c8ccccc87)cc6o5)cc4)cc3)oc2c1,2.9016,2.2189
O=C1C(=Cc2cc3c4c(c2O)CCCN4CCC3)Oc2ccccc21,2.6686,1.6037
NC1=Nc2nc3ccccc3n2C(c2c3ccccc3cc3ccccc23)N1,2.4811,1.7679
c1cc2c3c(c1)ccc1cccc(c13)C2,3.9688,2.7267
c1ccc2c(c1)CCc1ccccc1N2c1c2ccccc2cc2ccccc12,2.6713,1.4907
c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,3.5163,2.4495
c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2sc3c(c21)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,3.314,2.166
c1ccc2nc(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)nc2c1,2.7383,2.4026
ClB1c2ccccc2Nc2ccccc21,3.5137,2.7373
O=[SH](=O)N1c2ccccc2Sc2ccccc21,4.2287,3.4475
c1ccc2cc(-c3cc(-c4nccs4)nc(-c4nccs4)c3)ccc2c1,3.5851,2.5408
c1ccc2c(c1)Oc1ccccc1N2c1ccc2c(c1)c1ccccc1n1c3ccccc3nc21,2.5228,2.5109
c1ccc2c(c1)ncc1nc3ccccc3n12,3.4998,2.4476
c1ccc2c(-c3cc4c(ccc5sc(-c6cccc7ccccc67)cc54)s3)cccc2c1,3.2742,2.3385
CC(C)(C)c1ccc2c(c1)c1ncncc1c1c3ccccc3sc21,3.4535,2.5682
c1ccc2c(c1)Sc1ccccc1N2c1ccc2c(c1)C1(CC1)c1cc(N3c4ccccc4Sc4ccccc43)ccc1-2,3.2731,2.6673
c1ccc(-c2c3ccccc3c(-c3cncnc3)c3ccccc23)cc1,3.082,1.7269
c1ccc2cc(-n3cnc4ccccc43)ccc2c1,3.8663,2.6712
c1ccc(-c2c3ccccc3nc3ccccc23)cc1,3.2098,1.8723
c1ccc2c(c1)ccc1oc3ccc4cc5oc6ccc7ccc8oc9ccc%10ccccc%10c9c8c7c6c5cc4c3c12,2.4795,1.4533
CC1(C)c2ccccc2N(c2ccc(-c3nc4ccncc4nc3-c3ccc(N4c5ccccc5C(C)(C)c5ccccc54)cc3)cc2)c2ccccc21,2.0633,2.0612
C(=C/c1cccc2ccccc12)\c1ccc(-c2nnc(-c3ccc(-c4cc5ccccc5s4)cc3)o2)cc1,2.9577,2.0103
c1ccc(N=Nc2nc3ccccc3s2)cc1,2.4372,1.69
c1ccc(-c2c3cc4ccccc4cc3c(-c3ccccc3)c3cc4ccccc4cc23)cc1,1.8536,0.559
c1ccc2sc(-c3ncns3)cc2c1,3.6399,2.3364
Cc1cccc(C)c1N1B(c2ccccc2)N(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1,3.162,2.6351
C(=C/c1nc2ccccc2[nH]1)\c1ccc(/C=C/c2nc3ccccc3[nH]2)cc1,2.8169,1.7425
O=c1cc(-c2ccccc2)sc(-c2ccccc2)c1,3.4421,2.7319
c1ccc(-p2c(-c3cccs3)cc3ccccc32)cc1,3.4975,2.1627
c1ccc2c(-c3ccc4sc5ccccc5c4c3)c3ccccc3cc2c1,3.1456,1.7693
O=C(O)c1cccc2c1Cc1ccccc1-2,4.0399,2.981
C1=C2C3=C(C4=[N+]2[B-]2(Oc5ccccc54)Oc4ccccc4-c4c5c(c1n42)C1CCC5CC1)C1CCC3CC1,2.2132,1.8712
CCCc1cc2c(s1)-c1cc3c(cc1NB2c1ccccc1)-c1sc(CCC)cc1B(c1ccccc1)N3,3.1048,2.2534
c1ccc(-c2ccc3c(c2)c2cccc4cnc3n42)cc1,2.9281,2.2355
Clc1cc(Br)cc2c1oc1ccccc12,4.2168,3.1451
C1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,2.1402,1.3702
c1cc2cc(-c3ccncc3)c3cccc4cc(-c5ccncc5)c(c1)c2c43,3.4796,2.0743
c1ccc(-c2c(-c3ccccc3)c3cccc4c(-c5ccccc5)c(-c5ccccc5)c5cccc2c5[n+]34)cc1,2.3523,1.5516
c1ccc(-c2ccc3c(c2)C2(c4cc(-c5ccccc5)ccc4N3)c3ccccc3Oc3ccccc32)cc1,3.4777,2.7735
c1ccc(-c2nc3sc4ccccc4c3s2)nc1,3.3547,2.2928
c1ccc(-c2ccc(-[n+]3nc4c(-c5ccccc5)cc(-c5ccccc5)cc4c4ccccc43)cc2)cc1,1.9867,1.7129
c1ccc2c(c1)[nH]c1c(-c3ccc4nc(Nc5ccc6cc(-c7cccc8c7[nH]c7ccccc78)ccc6n5)ccc4c3)cccc12,3.0847,2.464
c1ccc(-c2nc3ccccc3nc2-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,2.9006,2.5669
c1ccc(C2(c3ccc4ccc5cccc6ccc3c4c56)c3ccccc3-c3ccccc32)cc1,3.5112,2.0727
c1ccc(-c2nc3nc4ccccc4nc3n2-c2ccccc2)cc1,3.4114,2.4064
Cc1[nH]/c(=N/c2c3ccccc3nc3ccccc23)sc1C,3.1039,1.8683
c1ccc(-c2nc(-c3cccc4ccccc34)n3ccccc23)cc1,3.0768,2.2158
c1ccc(-c2cc(-c3ccc(N4c5ccccc5C(c5ccccc5)(c5ccccc5)c5ccccc54)cc3)nc(-c3ccccc3)n2)cc1,2.7607,2.7526
Cn1c2ccccc2c2cc(-c3nnn[nH]3)ccc21,3.8194,3.032
Cc1c(C)c(-c2ccc(-c3ccc(-c4c(C)c(C)c(-c5cocn5)c(C)c4C)cn3)nc2)c(C)c(C)c1-c1ccc(-n2c3ccccc3c3ccccc32)cc1,3.7499,3.02
Oc1nc(-c2ccccc2)sc1-c1ccccc1,3.2385,2.0706
c1ccc(-c2nc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)nn2-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)nc1,3.1404,2.7212
CCc1ccc2nc3c(cc2c1)c(-c1ccccc1)nn3-c1ccccc1,2.8907,2.0787
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(N4c5ccccc5CCc5ccccc54)cc3)n2)cc1,2.5399,2.394
c1ccc(COc2ccc3c(c2)c2cccc4cnc3n42)cc1,2.8547,2.1764
c1ccc(-c2[o+]c3c(-c4ccccc4)c(-c4ccccc4)c4cccc5c6ccccc6c(c2-c2ccccc2)c3c45)cc1,2.3606,1.7697
CCn1c2sccc2c2c3nsnc3c3c4ccsc4n(CC)c3c21,2.7457,2.0655
c1ccc(-c2c3ccc(cc4cc(cc5cc(cc6ccc2o6)-c2ccccc2-5)-c2ccccc2-4)o3)cc1,1.9163,0.9598
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2nnc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)o2)cc1,3.0542,2.5481
FC(F)(F)c1ccccc1B1c2ccccc2N(c2ccccc2)c2ccccc21,3.4968,2.7632
c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,2.394,1.9022
c1ccc(-c2nc(-c3ccccc3)nc(-n3c4ccccc4c4cc(-n5c6ccccc6c6ccccc65)cc(-n5c6ccccc6c6ccccc65)c43)n2)cc1,2.7915,2.7486
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,2.6334,1.8604
c1ccc(N(c2ccccc2)c2c3ccccc3c(N(c3ccccc3)c3ccccc3)c3ccccc23)cc1,2.3863,1.5864
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-n4c5ccccc5c5cc(-c6ccc7sc8ccccc8c7c6)ccc54)cc3)n2)cc1,2.8643,2.614
c1ccc(N(c2ccccc2)c2ccc3c(c2)[nH]c2cc(-c4ccc(-c5ccncc5)s4)ccc23)cc1,2.814,2.1897
c1ccc(-n2c3ccccc3c3cc(-n4ccc5cc(-c6ccc7c(c6)C(c6ccccc6)(c6ccccc6)c6ccccc6-7)ccc54)ccc32)cc1,3.5042,2.7685
O=Cc1ccc(N2N=C(c3ccccc3)CC2c2c3ccccc3cc3ccccc23)cc1,2.626,1.7442
c1ccc(-c2nc3cc4c(cc3n2-c2ccccc2)nc(-c2ccccc2)n4-c2ccccc2)cc1,3.5412,2.5421
c1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)cc1,2.1973,1.6906
O=S1(=O)c2ccccc2-c2c1c1ccccc1p2-c1ccccc1,3.3029,2.1485
C(=NNc1ncnc2nc[nH]c12)c1ccccc1,3.6226,2.3414
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3cc4ccc5cccc6ccc(c3)c4c56)n2)cc1,3.4415,2.1365
C[P+](c1ccccc1)(c1ccccc1)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc12,2.1817,1.8349
c1csc(-c2sc3ccsc3c2-c2cccs2)c1,3.4927,2.3104
C1=CN(Cc2ccccc2)c2ccccc2/C1=C/C=C/c1sc2ccccc2[n+]1Cc1ccccc1,2.4831,1.4006
c1csc(-c2cc3ccc4cc(-c5cccs5)nc5c6ccccc6c(n2)c3c45)c1,2.8957,2.2626
c1csc(-n2c3ccccc3c3ccccc32)c1,3.9511,3.1659
CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,4.3647,3.8499
C=C[Si]1(C)c2ccccc2-c2cc3c(cc21)-c1ccccc1[Si]3(C)C=C,3.569,2.5234
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,4.8752,3.6643
Cc1ccccc1NC(=O)C(=O)N/N=C/c1c2ccccc2cc2ccccc12,2.7301,1.498
Cc1cc(C)c(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)[nH]1,2.358,1.2286
Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,2.5384,1.4019
CCN(CC)c1ccc([N+]2=Cc3ccc4c5c(ccc4c3O[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)C=[N+](c2ccc(N(CC)CC)cc2)[B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)O5)cc1,2.0657,1.4876
CC1(c2ccccc2)CC(C)(C)N2C(=O)C(=O)c3cc(F)cc1c32,2.5849,2.0649
CC1c2cc(Br)ccc2-c2cc3c(C#C[Si](C)(C)C)c4ccccc4c(C#C[Si](C)(C)C)c3cc21,2.5556,1.339
CC1c2ccccc2-c2cc3[nH]c(-c4c(F)cccc4F)nc3cc21,3.5008,2.5274
CC1=[N+]2C(=C(c3ccccc3)c3c4c(c(C)n3[B-]2(F)F)CCc2ccccc2-4)C2=C1CCc1ccccc12,2.6252,1.9228
CC1(C)c2cc(C=C(C#N)C(=O)O)ccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc21,2.1546,1.8845
CC1=c2cc3c(cc2=[N+]2C1=Cc1c4ccccc4c(C)n1[B-]2(F)F)C1=Cc2c4ccccc4c(C)n2[B-](F)(F)[N+]1=C3C,1.2617,0.8104
Cc1c2ccccc2c(/C=N/NC(=O)CC2(C)OCCO2)c2ccccc12,2.772,1.4683
CC1=C2c3ccccc3C(C)=[N+]2[B-](F)(F)n2c(C)c3cc4c(-c5ccccc5)c5c(c(-c6ccccc6)c4cc3c21)-c1cccc2cccc-5c12,2.2901,1.3628
CC1=C2C=CC(C)=[N+]2[B-](F)(F)n2cccc21,2.9694,2.3518
CC1c2ccccc2-c2cc3nc(-c4ccccc4)c(-c4ccccc4)nc3cc21,3.3216,2.4207
C=c1c2c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n(CC)c(=C)c2c(-c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc2)n1CC,1.0966,0.5967
N#C/C(=C\c1ccc(O)c(O)c1)c1cccs1,3.3311,1.8614
CC1CCCC(NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)C1C,3.5083,2.7545
Cc1c2c(n3ccc(-c4ccccc4)cc13)C(=O)N(C(C)CO)C2,3.3393,2.3055
CC1c2cccn2CCN1C(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.381,2.7498
Cc1cc2c3c(c1)C(C)(C)CC1(CCCCCC1)N3C(=O)C2=O,2.6138,2.1157
Cc1cc2c3c(c1)C(C)CC(C)(C)N3C(=O)C2=O,2.6296,2.1202
Cc1c([C@H](C)[C@@H]2NC[C@@H](C)C[C@H]2O)ccc2c1C[C@H]1[C@H]2CC=C2C[C@@H](O)CC[C@@]21C,4.8162,3.6006
Cc1cc2c3c(c1)C(CSc1ccccn1)=CC(C)(C)N3C(=O)C2=O,2.5121,1.9838
CC1=C(c2ccccc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)cc(C)n1[B-]2(F)F,2.6488,1.4137
Cc1cc2ccccc2c2c1c1ccccc1n2C,3.6724,2.6624
Cc1c(C2(c3cc(C(C)C)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(C(C)C)c(O)c1Br,4.2329,3.4351
Cc1cc2cc3cc4cc5sc(C)cc5cc4cc3cc2s1,2.4977,1.322
Cc1cc2ccccc2c2[nH]c3ccccc3c12,3.7465,2.6751
O=S1(=O)C2=C(c3ccccc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1ccccc13)c1ccccc12,3.1139,2.1188
CC1(C)c2cc(-c3ccccc3)ccc2N2CC(=O)NC21C,4.2924,3.109
Cc1c2oc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)c2c(C)c2oc(-c3ccc(-c4ccccc4)cc3)c(-c3ccc(-c4ccccc4)cc3)c12,2.9918,2.0792
Oc1cc2c3c(cc(-c4ccc(O)c(O)c4)[o+]c3c1)C=C(c1ccc(O)c(O)c1)O2,2.5332,1.9004
Cc1cc2c(o1)=CC1=C(C(F)(F)F)c3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,2.1329,1.7738
Cc1cc2c(-c3cc(Cl)c(Cl)cc3C(=O)N(C)CCCC(=O)O)c3cc(C)c(NCCCS(=O)(=O)[O-])cc3[o+]c2cc1NCCCS(=O)(=O)[O-],2.2348,1.5425
CNc1cc2oc3c/c(=[NH+]\C)c(S(=O)(=O)O)cc-3c(-c3nccn3CCCCCC(=O)O)c2cc1C,2.6001,1.8104
CC1Cc2ccccc2N1c1ccc(N(c2ccc(/C=C(/C#N)C(=O)O)cc2)c2ccc(N3c4ccccc4CC3C)cc2)cc1,2.3332,1.8769
CC1CC(C)(C)Cc2c1cc1c(c2S(=O)(=O)O)Oc2c(S(=O)(=O)NCCCC(=O)[O-])c3c(cc2=C1c1ccccc1C(=O)[O-])C(C)CC(C)(C)N=3,2.5368,1.4625
CC1(C)c2ccc(-c3ccc(/C=C(/C#N)C(=O)O)s3)cc2-c2cc(-c3ccc(/C=C(/C#N)C(=O)O)s3)ccc21,2.897,1.8674
CC1c2ccccc2-c2cc3c(C#C[Si](C)(C)C)c4ccccc4c(C#C[Si](C)(C)C)c3cc21,2.5653,1.3445
CC1(C)c2cc(-c3c4ccccc4c(-c4ccc([Si](c5ccccc5)(c5ccccc5)c5ccccc5)cc4)c4ccccc34)ccc2-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc21,3.0695,1.7297
CC1(C)c2ccccc2-c2cc3c4cc(-c5ccc(-c6ccc(/C=C(\C#N)C(=O)O)s6)s5)ccc4n(-c4ccccc4)c3cc21,2.1927,1.4775
CC1(C)c2ccccc2-c2cc3c4ccccc4n(-c4ccc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc4)c3cc21,2.0618,1.7368
CC1(C)c2ccccc2-c2ccc(N3c4ccc(-c5ccc(C=C6C(=O)c7ccc(C(=O)O)cc7C6=O)s5)cc4C4CCCC43)cc21,2.0672,1.4998
Cc1cc(-c2ccccc2C)c2ccccc2c1,4.228,2.7196
CC1(C)c2ccccc2-c2ccc(-c3cccnc3)cc21,4.018,2.8163
CC1(C)c2ccccc2-c2ccc(N(c3ccc(N=Nc4ccc(C#N)cc4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,2.2995,1.5831
CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)cc3)cc2)c2ccccc21,2.6206,2.6143
CC1(C)c2ccccc2N(c2ccc3c(c2)Oc2ccccc2P3(=O)c2ccccc2)c2ccccc21,3.0062,2.9901
CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4sc(C=C(C#N)C(=O)O)c5ccccc45)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,1.993,1.2521
CC1(C)c2ccccc2N(c2ccc(-c3ccc(C#N)nc3)cc2)c2ccccc21,2.4301,2.4249
CC1(C)C2=C(C=CC=C(C#N)C#N)CCCN2c2ccccc21,2.9021,1.532
Fc1ccc(C2=C(c3ccc(F)cc3)c3ccc4c5c(ccc(c35)O2)OC(c2ccc(F)cc2)=C4c2ccc(F)cc2)cc1,2.269,1.5085
CCCCCCCCCCCCCCCCN1c2ccccc2C(C)(C)C12C=Nc1c(ccc3cc4ccccc4cc13)O2,2.8044,1.6976
CC1(C)c2ccccc2N(c2ccccc2)c2ccc(C(=O)c3ccc4c(c3)C(C)(C)c3ccccc3N4c3ccccc3)cc21,3.1958,2.6494
CC1=CC2=Cc3cc(C)c(C)n3[B-](F)(F)[N+]2=C1C,2.8649,1.423
CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCCCCC3)cc21,3.2019,2.3453
CN1c2cc(O)ccc2-c2sccc2C1(C)C,3.412,2.4333
CC1(C)c2cccc3c2Oc2c(cccc21)N=Nc1cccc2c1Oc1c(cccc1C2(C)C)N=N3,2.3165,1.5925
Cc1cccc(C)c1/N=N/c1ccc(O)c2ncccc12,2.4513,1.6331
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1cccc2c1Oc1c(-c3nc(-c4ccccc4)nc(-c4ccccc4)n3)cccc1C2(C)C,2.8394,2.8347
CC1(C)C2=CC(=[N+]3CCCC3)C=CC2=C(c2ccccc2C(=O)[O-])c2ccc(N3CCCC3)cc21,3.3171,3.2492
CC1(C)C2=[N+](c3ccccc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,2.7088,1.9275
CC1(C)CC(=O)C(=C2Nc3ccccc3C2=O)C(=O)C1,2.309,1.6605
CC1=C(c2ccccc2)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(-c3ccccc3)c(C)n1[B-]2(F)F,2.7392,1.4904
Cc1cc(Br)cc2c1N(C)C(=O)C2=O,2.6245,2.0677
CCCCCC1c2c(C)c(C)cn2[B-](F)(F)[N+]2=C(C)C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)=C(C)C12,2.0049,1.9795
Cc1cc(Br)cc2c1N(Cc1ccccc1OCCC(C)C)C(=O)C2=O,2.6308,2.0828
Cc1c(-c2nnc(-c3ccc4ccccc4c3)o2)sc2sc(-c3nnc(-c4ccc5ccccc5c4)o3)c(C)c12,3.3604,2.3578
