SMILES,TDDFT_S1,TDDFT_T1
c1ccc2c(c1)-c1cc3nc(nc4[n-]c(nc5[n-]c(nc-2n1)c1ccccc51)c1ccccc41)-c1ccccc1-3,1.5575,0.6703
c1cc2c(C3SCCCS3)c3ccc(=[N+]4CCCCC4)cc-3oc2cc1N1CCCCC1,2.5128,1.5954
BCC(=O)CCC[n+]1ccc(/C=C/c2cc3ccc(N(CC)CC)cc3oc2=O)cc1,2.3499,1.4026
c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2oc3c(c21)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,3.4355,2.2372
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-c3ccncn3)s2)cc1,2.9096,2.2079
c1ccc2c(c1)c1ccccc1n2-c1cc(-c2nc3ccccn3n2)cc(-n2c3ccccc3c3ccccc32)c1,3.2475,2.9729
c1ccc2c(c1)c1ccccc1n2-c1ccc2c(c1)c1ccccc1n2-c1cc2c3ccccc3n3c4ccccc4c(c1)c23,3.0295,2.9002
c1ccc2c(c1)Cc1cc3c4c(c1O2)CCCN4CCC3,3.9474,3.248
c1ccc2c(c1)NC(c1c3ccccc3cc3ccccc13)n1c-2nc2ccccc21,2.696,1.7642
c1ccc2c(c1)Cc1ccccc1C2,5.1369,3.6992
c1ccc2c(c1)CCc1ccccc1N2c1c2ccccc2c(N2c3ccccc3CCc3ccccc32)c2ccccc12,2.3135,1.6042
c1ccc2c(c1)ccc1c3ccccc3[nH]c21,3.7822,2.6743
c1ccc2c(c1)-c1sc3ccccc3c1C21c2ccccc2-c2sc3ccccc3c21,3.5068,2.504
c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)nc2-n2c3ccccc3c3ccccc32)nn1,2.9626,2.6096
c1ccc2c(c1)Cc1ccccc1OCC1(CCCCC1)CO2,4.9779,3.6678
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,3.3336,2.3206
c1ccc2c(c1)Nc1ccccc1B2c1c2ccccc2cc2ccccc12,2.7858,1.7771
c1ccc2c(c1)Sc1ccccc1S2,4.0325,3.336
c1ccc2c(c1)C1=N/C2=N\c2c3ccccc3c3n2Cn2/c(c4ccccc4/c2=N/C2=N/C(=N\3)c3ccccc32)=N\1,1.8274,0.7984
c1ccc2c(c1)cc(-c1cc(-c3nccs3)nc(-c3nccs3)c1)c1ccccc12,3.5351,2.5796
c1ccc2c(c1)Oc1ccccc1N2c1ccc2c(c1)c1ccccc1n1ccnc21,2.6346,2.5936
c1ccc2c(c1)nc1ccc3ccncc3n12,3.3866,2.4099
c1ccc2c(-c3cc4c(ccc5sccc54)s3)cccc2c1,3.4968,2.4205
c1ccc2c(c1)sc1c3ccccc3c3ncncc3c21,3.4888,2.5938
c1ccc2c(c1)CC1(C2)c2cc(N3c4ccccc4Sc4ccccc43)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,3.2271,2.7341
c1ccc2c(-c3cncnc3)c3ccccc3c(-c3cncnc3)c2c1,3.0582,1.7174
c1ccc2c(-n3cnc4ccccc43)cccc2c1,3.8243,2.6422
c1ccc2c(-c3ccc(N4CCOCC4)cc3)c3ccccc3nc2c1,2.8479,1.859
c1ccc2cc3c(cc2c1)oc1c2oc4cc5ccccc5cc4c2c2ccccc2c31,3.0711,2.0606
C1=CC(c2ccccc2)(c2ccccc2)Oc2ccc3ccccc3c21,3.5363,2.2711
c1ccc2c(c1)Oc1ccccc1N2c1ccc(-c2nc3ccncc3nc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc2)cc1,1.8636,1.8377
c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,2.9036,2.1371
c1ccc2sc(N=Nc3nc4ccccc4s3)nc2c1,2.3024,1.5854
c1ccc(C2=c3cc4ccccc4cc3=C2c2ccccc2)cc1,2.426,1.344
c1ccc2cc3c(cc2c1)-c1nc2nc(nc4[nH]c(nc5[nH]c(nc-3n1)c1cc3ccccc3cc51)c1cc3ccccc3cc41)-c1cc3ccccc3cc1-2,1.2382,0.8679
c1ccc2sc(-c3sc(-c4cc5ccccc5s4)c4c3OCCO4)cc2c1,2.9845,1.7763
c1ccc(B2N(c3ccccc3)C(c3ccccc3)=C(c3ccccc3)N2c2ccccc2)cc1,3.73,2.8729
c1ccc([B-]2(c3ccccc3)Oc3ccc4ccccc4c3-c3c4ccccc4cc[n+]32)cc1,2.7299,2.1415
c1ccc2[nH]c(-c3cc(-c4nc5ccccc5[nH]4)cc(-c4nc5ccccc5[nH]4)c3)nc2c1,3.541,2.5957
c1ccc([B-]23Oc4ccccc4-c4c5[n+]6c(c([n+]42)-c2ccccc2O3)-c2ccccc2O[B-]6(c2ccccc2)Oc2ccccc2-5)cc1,2.1763,1.5796
c1ccc(-c2cc3ccsc3s2)cc1,4.1084,2.7832
c1ccc(-c2cc3ccccc3p2-c2ccccc2)cc1,3.7246,2.4149
c1cc(-c2ccc3sc4ccccc4c3c2)cc(-c2cc(-c3cccc(-c4ccc5sc6ccccc6c5c4)c3)ncn2)c1,3.5135,2.9288
c1ccc(-c2c3c(c(-c4ccccc4)c4c2-c2ccccc2C4)-c2ccccc2C3)cc1,3.9269,2.7067
c1ccc(B2Nc3cc4c(cc3-c3sc5ccccc5c32)NB(c2ccccc2)c2c-4sc3ccccc23)cc1,3.1487,2.3076
c1ccc(-c2cc3ncc4cccc2n43)cc1,2.9445,2.2326
c1ccc(-c2cc3c(oc4ccccc43)c(-c3ccccc3)[o+]2)cc1,2.811,2.0332
c1ccc(-c2cc3cc4cccc5c(-c6ccccc6)cc6cc7cccc2c7c3c6c45)cc1,2.7625,1.3708
c1ccc(-c2c(-c3ccccc3)[n+]3c4ccccc4c(-c4ccccc4)c(-c4ccccc4)c3c3ccccc23)cc1,1.0064,0.9456
c1ccc(-c2ccc3c(c2)C(c2ccccc2)(c2ccccc2)c2cc(-c4ccccc4)ccc2N3)cc1,3.6763,2.895
c1ccc(-c2nc3sc4ccccc4c3s2)cc1,3.4524,2.3054
c1ccc(-c2cccc3c2n[n+](-c2ccccc2)c2ccccc32)cc1,1.6859,0.4261
c1ccc(-c2ccc3nc(Nc4ccc5cc(-c6ccccc6)ccc5n4)ccc3c2)cc1,3.2821,2.4979
c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1,3.5193,2.6318
c1ccc(C2(c3ccccc3)c3cc4c(cc3-c3ccc5ccc6cccc7cc2c3c5c67)-c2ccc3ccc5cccc6cc(c2c3c56)C4(c2ccccc2)c2ccccc2)cc1,2.8643,1.8774
c1ccc(-c2nc3c(ccc4[nH]ccc43)o2)cc1,3.6372,2.593
c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccccc2)cc1,3.6473,2.7206
c1ccc(-c2cs/c(=N\c3c4ccccc4nc4ccccc34)[nH]2)cc1,3.1201,1.8647
c1ccc(-c2nc(-c3c4ccccc4cc4ccccc34)n3ccccc23)cc1,2.5428,1.7279
c1ccc(-c2cc(-c3ccc(N4c5ccccc5C(c5ccccc5)(c5ccccc5)c5ccccc54)cn3)nc(-c3ccccc3)n2)cc1,2.6827,2.6656
c1ccc(-c2nnn[nH]2)cc1,4.8859,3.2993
c1ccc(-c2nc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cn3)oc2-c2ccccc2)cc1,3.106,2.3381
c1ccc(-c2sc(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)cc1,3.7647,2.6311
c1ccc(-c2nc(-c3ccc(N4c5ccccc5Sc5ccccc54)cc3)nn2-c2ccc(N3c4ccccc4Sc4ccccc43)cc2)nc1,3.1414,2.7107
c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(N(c5ccccc5)c5cccc6ccccc56)cc4cc23)cc1,2.5977,1.915
c1ccc(C[n+]2cc3cccc4c5ccccc5c2n34)cc1,3.2375,2.1311
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-c4ccc(N5c6ccccc6[Si](c6ccccc6)(c6ccccc6)c6ccccc65)cc4)cc3)n2)cc1,2.7471,2.7418
c1ccc(COc2ccc3c(c2)c2cccc4c(-c5cccs5)nc3n42)cc1,2.4408,1.796
c1ccc(-c2[o+]c3c(-c4ccccc4)c(-c4ccccc4)c4cc5cccc6ccc7cc(c2-c2ccccc2)c3c4c7c65)cc1,1.1571,0.8509
c1ccc(Cn2c3sccc3c3c4nsnc4c4c5ccsc5n(Cc5ccccc5)c4c32)cc1,2.7387,2.081
c1ccc(-c2oc3ccc4c(ccc5oc(-c6ccccc6)c(-c6ccccc6)c54)c3c2-c2ccccc2)cc1,3.2401,2.2732
c1ccc(-c2nnc(-c3cc(-c4nnc(-c5ccccc5)o4)c(-n4c5ccccc5c5ccccc54)cc3-n3c4ccccc4c4ccccc43)o2)cc1,2.6208,2.4445
c1ccc(N2c3ccccc3B3c4ccccc4N(c4ccccc4)c4cccc2c43)cc1,3.0794,2.6081
c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4nc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,2.4031,1.8303
c1ccc(-c2nc(-c3ccccc3)nc(-c3cc(-n4c5ccccc5c5ncccc54)c(-n4c5ccccc5c5ncccc54)c(-n4c5ccccc5c5ncccc54)c3)n2)cc1,2.8758,2.6699
c1ccc(N2c3ccccc3Sc3cc(-c4cccc5nc6ccccc6cc45)ccc32)cc1,2.7684,1.8807
c1ccc(N(c2ccccc2)c2c3ccccc3cc3ccccc23)cc1,2.5524,1.6971
c1ccc(-n2c3ccccc3c3cc(-c4cccc(-n5c6ccccc6c6c7sc8ccccc8c7ccc65)c4)ccc32)cc1,3.7313,2.954
c1ccc(N(c2ccccc2)c2ccc3c(c2)[nH]c2cc(-c4ccncc4)ccc23)cc1,3.1357,2.5542
c1ccc(-n2c3ccccc3c3cc(-n4ccc5cc(-c6cccc7c6-c6ccccc6C7(c6ccccc6)c6ccccc6)ccc54)ccc32)cc1,3.575,2.9735
c1ccc(N2N=C(c3c4ccccc4cc4ccccc34)CC2c2ccc3ccc4cccc5ccc2c3c45)cc1,2.6125,1.7161
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4nc5ccccc5n4-c4ccccc4)cc3)cc2)cc1,3.1977,2.5764
c1ccc(/N=N/c2ccc3c(c2)CN(c2ccccc2)CO3)cc1,2.665,1.916
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc45)s3)cc2)cc1,1.9418,1.258
c1ccc(-p2c3ccccc3c3sc4ccccc4c32)cc1,3.7121,2.5168
c1coc(CNc2ncnc3nc[nH]c23)c1,4.661,3.6283
c1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccc4ccc5cccc6ccc3c4c56)n2)cc1,3.3037,2.0047
C=C,7.2008,4.0962
c1ccc(N(c2ccccc2)c2ccc([P+](c3ccccc3)(c3ccccc3)c3ccccc3)c3ccccc23)cc1,2.8076,2.1642
c1csc(-c2sc(-c3cccs3)c3c2N=S=N3)c1,1.6582,0.326
CC12CCC(C1)C(C)(C)C2=S,2.5733,2.1272
C1=CN(Cc2ccccc2)c2ccccc2/C1=C/C=C/c1sc2ccccc2[n+]1CCOc1ccccc1,2.4195,1.3852
c1csc(-c2cc3cccc4c5nc(-c6cccs6)cc6cccc(c(n2)c34)c65)c1,2.5825,1.5018
c1csc(-c2ccc3c4ccc(-c5cccs5)cc4n(-c4cccs4)c3c2)c1,3.4191,2.4074
CC12CCC(CC1=O)C2(C)C,4.2164,3.6728
c1ccc([Si]2(c3ccccc3)c3ccccc3-c3cc4c(cc32)-c2ccccc2[Si]4(c2ccccc2)c2ccccc2)cc1,3.4977,2.5085
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,4.1563,3.6147
C1=CSC(C=Cc2cccs2)(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C1,3.3655,2.4435
CC12CCCCC1C2C(=O)N/N=C/c1c2ccccc2cc2ccccc12,2.808,1.5081
c1ccc(Oc2cc3c4c([o+]c(-c5ccccc5)c(-c5ccccc5)c4c2)N2C(c4ccccc4)=C(c4ccccc4)c4ccccc4C2=C3c2ccccc2)cc1,2.715,2.1264
CC1=C2c3ccccc3C(c3[nH]c(C)cc3C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,1.6827,0.7977
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,3.4129,2.92
C[C@]12C(=O)NC(=O)N([C@H]3CC(O)[C@@H](CO)O3)[C@H]1[C@H]1Oc3cc4oc(=O)ccc4cc3[C@H]12,3.9889,2.692
CC1=C2C=CC(c3ccccc3)=[N+]2[B-](F)(F)n2c1ccc2-c1ccccc1,2.5551,1.4387
C1=[N+](c2ccccc2)[B-](c2ccccc2)(c2ccccc2)Oc2c1ccc1c3c(ccc21)C=[N+](c1ccccc1)[B-](c1ccccc1)(c1ccccc1)O3,2.2855,1.5932
CC1(c2ccccc2)CC(C)(C)N2C(=O)C(=O)c3cccc1c32,2.6092,2.139
CC1c2cc(Br)ccc2-c2cc3c(C#Cc4ccccc4)c4ccccc4c(C#Cc4ccccc4)c3cc21,2.3452,1.2343
CC1c2ccccc2-c2cc3[nH]c(-c4ccc(F)cc4)nc3cc21,3.6081,2.5775
CC1=C2C3=C(CCc4ccccc43)C(C)=[N+]2[B-](F)(F)n2c(C)c3c(c21)-c1ccccc1CC3,0.9885,0.3776
C[C@@]12SC(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)=CC1=C1CCCC1=C1C=C(/C=C(\C#N)C(=O)O)S[C@]12C,1.6061,0.5294
CC1=c2cc3c(C)c4n(c3cc2=[N+]2C1=Cc1c3ccccc3c(C)n1[B-]2(F)F)[B-](F)(F)[N+]1=C(C)c2ccccc2C1=C4,1.5882,0.8028
Cc1c2ccccc2c(/C=N/NC(=O)c2ccco2)c2ccccc12,2.7175,1.4554
CC1=c2c3c4cccc5cccc(c=3c(C)[n+]2[B-](F)(F)n2c(C)c3c(c21)-c1cccc2cccc-3c12)c54,2.3739,1.7741
CC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,3.0935,1.6735
CC1c2cc(-c3ccccc3)ccc2-c2cc3nc4c5cccc6ccc7cccc(c4nc3cc21)c7c65,2.7755,2.0943
C=c1c2c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)n(CC)c(=C)c2c(-c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc2)n1CC,1.0519,0.5781
CC1c2cc(C=C(C#N)c3cccs3)ccc2-c2ccc(C=C(C#N)c3cccs3)cc21,2.6549,1.6609
CC1(c2ccccc2)NC(=O)N(NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)C1=O,3.5382,2.7712
CC1=C2C=CC(=[N+](C)C)C=C2C(C)(C)c2cc(N(C)C)ccc21,2.6003,1.5115
Cc1c2c(n3ccc(C#N)cc13)C(=O)N(C(C)CO)C2,3.3802,2.1938
CC1c2ccsc2CCN1C(=O)Cn1c2ccccc2c(=O)c2ccccc21,3.4935,2.7387
Cc1cc2c3c(c1)-c1c(ssc1=S)C(C)(C)N3C(=O)C2=O,2.4862,1.8447
Cc1cc2c3c(c1C)C(=O)C(=O)N3C(C)(C)CC2C,2.6495,2.1564
CC1=C2C(=O)C3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,3.3346,2.8246
Cc1cc2c3c(c1)C(CN1CCN(c4ccccc4)CC1)=CC(C)(C)N3C(=O)C2=O,2.5068,2.0055
CC1=C2CCC[N+]3=C2C(=CC1C1C(=O)C(c2cc4c5c(c2C)CCCN5CCC4)=C1[O-])CCC3,1.5238,0.8959
CC1=C(Br)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)c(Br)c(C)n1[B-]2(F)F,2.4794,1.4097
Cc1cc2c3ccccc3n(C)c2c2c1c1ccccc1n2C,3.5049,2.8815
Cc1c(C2(c3cc(Br)c(O)c(Br)c3C)OS(=O)(=O)c3ccccc32)cc(Br)c(O)c1Br,4.3621,3.4138
CC1=C(Br)C(/C=C/c2ccncc2)=[N+]2C1=C(c1ccccc1)c1c(C)c(Br)c(/C=C/c3ccncc3)n1[B-]2(F)F,2.1243,1.0492
CC1=C2CCC(=O)NCCCCC(C(=O)NCCCC(O)(P(=O)(O)O)P(=O)(O)O)NC(=O)CCc3c(C)c4n(c3C)[B-](F)(F)[N+](=C2C)C1=C4c1ccc(C(=O)ON2C(=O)CCC2=O)cc1,2.7565,1.4691
Cc1cc2cc3c(cc2s1)sc1cc2sc(C)cc2cc13,3.6037,2.7823
Cc1cc2c3ccccc3sc2c2[nH]c3ccccc3c12,3.6782,2.8986
CC1(C)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,3.3834,2.1576
Cc1cc2c3c([n+](C)c4ccc(F)cc4c3c1)-c1cc(F)ccc1N2C,2.2448,1.5272
CC1(C)c2cc(-c3ccccc3)ccc2N2CCC(=O)NC21C,4.0894,3.0021
CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCO)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,1.0182,1.0012
Cc1c2oc(-c3ccc(-c4ccoc4)cc3)c(-c3ccc(-c4ccoc4)cc3)c2c(C)c2oc(-c3ccc(-c4ccoc4)cc3)c(-c3ccc(-c4ccoc4)cc3)c12,3.0119,2.0623
CC1=Cc2cc(-c3ccc(O)c(O)c3)[o+]c3cc(O)cc(c23)O1,2.615,1.9435
Cc1cc2c(cc3n2[B-](F)(F)[N+]2=c4cc(-c5ccccc5)oc4=CC2=C3)o1,2.4685,1.0958
Cc1cc2c(cc1C)NC(c1c3ccccc3cc3ccccc13)C1=C(O)CC(C)(C)CC1=N2,2.7916,1.7469
Cc1cc2c(-c3cc(Cl)c(Cl)cc3C(=O)N(C)CCCC(=O)O)c3cc(C)c(NCCCS(=O)(=O)O)cc3[o+]c2cc1NCCCS(=O)(=O)[O-],1.9814,1.6483
Cc1cc2c(c3c1NCC3)Oc1c3c(c(S(=O)(=O)O)cc1=C2c1nccn1CCCCCC(=O)O)=[NH+]CC3,2.5319,1.5935
CC1Cc2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)cc4)s3)ccc2N1c1ccc(C(C)(C)C)cc1,2.1966,1.6266
CC1Cc2c(cc3c(c2S(=O)(=O)NCCCN)Oc2c(S(=O)(=O)O)c4c(cc2=C3c2ccccc2C(=O)[O-])C(C)(C)C(C)[NH+]=4)C1(C)C,3.5108,3.1514
CC1(C)c2ccc(-c3ccc(/C=C(/C#N)C(=O)O)o3)cc2-c2cc(-c3ccc(/C=C(/C#N)C(=O)O)o3)ccc21,2.9184,1.822
CC1(C)c2ccccc2-c2cc3c(C#C[Si](C)(C)C)c4ccccc4c(C#C[Si](C)(C)C)c3cc21,2.57,1.3485
CC1(C)c2cc(-c3c4ccccc4c(-c4ccc(-c5c6ccccc6c(-c6ccccc6)c6ccccc56)cc4)c4ccccc34)ccc2-c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc21,3.025,1.7274
CC1(C)c2ccccc2-c2ccc(C3c4cc(-c5ccc(-c6ccc(C=C(C#N)C(=O)O)s6)s5)cc5c4C(CCC5)N3c3ccccc3)cc21,2.0635,1.5322
CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4cc(-c5ccc(C=C6SC(=S)N(CC(=O)O)C6=O)s5)ccc43)cc21,2.3701,1.5258
