SMILES,TDDFT_S1,TDDFT_T1
Cc1ccc2oc(=O)cc(C=Cc3ccc4c(c3)Sc3ccccc3N4C)c2c1,2.7429,2.0164
Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,3.463,2.7505
CC1CCc2sc(C(=O)OCC(=O)Nc3ccc(N=Nc4ccccc4)cc3)cc2C1,2.6103,1.8702
Cc1c(C)c(B(c2c(C)c(C)c(C#N)c(C)c2C)c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c(C)c(C)c1C#N,2.0427,2.0396
Cc1c(C)c(B(c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c(C)c(C)c1C#N,2.1659,2.1622
Cc1ccc(Br)c2c1NC(=O)C2=O,2.6397,2.1473
Cc1ccc(Br)cc1,5.0272,3.6174
Cc1ccc(Br)c(C)c1,5.0289,3.6008
Cc1ccc(Br)c[n+]1CCCCCC(=O)O,3.2364,3.236
Cc1cccc2c1ccc1cc3ccccc3cc12,3.3213,2.0368
Cc1cccc2c1ccc1ccccc12,3.9203,2.703
Cc1cccc2c1C(C)CCC2,5.105,3.6299
Cc1cccc2c1CC(C)CC2,5.105,3.6299
Cc1cccc2c1C(=O)C=CC2=O,2.6919,2.2396
CC1CCCC2=C1C(=O)CCN2Cc1ccccc1,3.8323,2.7626
Cc1cccc2c1C(=O)C(=O)N2,2.6806,2.1913
Cc1cccc2c1nc1ccccc1[n+]2[O-],2.8918,1.1992
Cc1cccc2c1nc1c(=O)n(C)c(=O)nc-1n2C,3.008,2.0928
CC1CCCC2=C1N(Cc1ccccc1)CCC2=O,3.8233,2.6917
Cc1cccc2c1N(Cc1ccccc1Cl)C(=O)C2=O,2.6651,2.1719
Cc1cccc2c1N(Cc1ccccc1)C(=O)C2=O,2.6669,2.1736
Cc1cccc2c1N(Cc1ccccc1OCc1ccccc1)C(=O)C2=O,2.6583,2.1653
Cc1cccc2c1N(Cc1ccccc1OCCC(C)C)C(=O)C2=O,2.6559,2.1632
Cc1cccc2c1N(Cc1ccccc1OC(C)C)C(=O)C2=O,2.6555,2.1629
Cc1cccc2c1N(Cc1ccc(Cl)cc1Cl)C(=O)C2=O,2.6675,2.1735
Cc1cccc2c1N(Cc1ccc(OCc3ccccc3)cc1)C(=O)C2=O,2.6542,2.1707
Cc1cccc2c1N(Cc1ccc(OC(C)C)cc1)C(=O)C2=O,2.6422,2.1689
Cc1cccc2c1N(Cc1ccc(OCCC(C)C)cc1)C(=O)C2=O,2.6469,2.1696
Cc1cccc2c1N(CCc1ccccc1)C(=O)C2=O,2.6448,2.1483
Cc1cccc2c1N(CCCBr)C(=O)C2=O,2.6354,2.1471
Cc1cccc2c1N(CC(C)C)C(=O)C2=O,2.6446,2.1444
Cc1cccc2c1N(C(C)C)C(=O)C2=O,2.5867,2.1087
Cc1cccc2c1N(CCCn1c3nc4ccccc4nc3c3cccc(C)c31)C(=O)C2=O,2.6587,2.1576
Cc1cccc2c1N(CCCOc1ccc(Br)cc1)C(=O)C2=O,2.6417,2.1715
Cc1cccc2c1N(CCCOc1cccc3ccccc13)C(=O)C2=O,2.1884,2.1689
Cc1cccc2c1N(CCCOc1ccccc1Cl)C(=O)C2=O,2.6542,2.154
Cc1cccc2c1N(CCCOc1ccccc1)C(=O)C2=O,2.6479,2.1475
Cc1cccc2c1N(CCCOc1ccc(C(C)(C)C)cc1)C(=O)C2=O,2.6514,2.1539
Cc1cccc2c1N(CCCOc1ccc(Cl)cc1Cl)C(=O)C2=O,2.6682,2.1751
Cc1cccc2c1N(CCCOc1ccc(Cl)cc1)C(=O)C2=O,2.6557,2.1715
Cc1cccc2c1N(CCOc1ccc3ccccc3c1)C(=O)C2=O,2.27,2.1385
Cc1cccc2c1N(CCOc1ccc(Br)cc1)C(=O)C2=O,2.5869,2.1749
Cc1cccc2c1N(CCOc1cccc3ccccc13)C(=O)C2=O,2.6407,2.1561
Cc1cccc2c1N(CCOc1ccccc1Cl)C(=O)C2=O,2.6563,2.1623
Cc1cccc2c1N(CCOc1ccccc1)C(=O)C2=O,2.6543,2.1598
Cc1cccc2c1N(CCOc1ccc(C(C)(C)C)cc1)C(=O)C2=O,2.4634,2.1632
Cc1cccc2c1N(CCOc1ccc(Cl)cc1Cl)C(=O)C2=O,2.6627,2.1796
Cc1cccc2c1N(CCOc1ccc(Cl)cc1)C(=O)C2=O,2.598,2.1748
Cc1cccc2c1N(C)C(=O)C2=O,2.6432,2.1538
Cc1cccc2c1N(CC(=O)N(c1ccccc1)C(C)C)C(=O)C2=O,2.6397,2.1582
Cc1cccc2c1NC(=O)C2=O,2.6803,2.1842
Cc1cccc2c1[nH]c1nc(N/N=C\c3c4ccccc4cc4ccccc34)nnc12,2.979,1.7432
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,2.5508,1.4844
Cc1ccc(-c2c3cc(Br)sc3c(-c3ccc(C)s3)c3cc(Br)sc23)s1,3.3774,2.3203
Cc1ccc(C2=C3C=CC4=[N+]3[B-](F)(F)n3c2ccc3-c2ccc([nH]2)/C(c2ccc(C)cc2)=c2/cc/c(o2)=C(\c2ccc(C)cc2)c2ccc4[nH]2)cc1,1.4853,0.4693
Cc1ccc(C2=C3C=CC4=[N+]3[P-](=O)(=O)n3c2ccc3-c2ccc([nH]2)/C(c2ccc(C)cc2)=c2/cc/c(o2)=C(\c2ccc(C)cc2)c2ccc4[nH]2)cc1,1.9478,1.2215
Cc1ccc(/C2=c3/cc/c4n3[Zn]n3c(ccc3/C(c3ccc(/C=C(\C#N)C(=O)O)s3)=C3/C=CC2=N3)/C(c2ccc(C)s2)=C2/C=CC(=N2)/C=4c2ccc(C)s2)s1,2.0563,1.5488
Cc1ccc(/C2=c3/cc/c4n3[Zn]n3c(ccc3/C(c3sc(/C=C(\C#N)C(=O)O)c5c3OCCO5)=C3/C=CC2=N3)/C(c2ccc(C)s2)=C2/C=CC(=N2)/C=4c2ccc(C)s2)s1,2.1233,1.5765
Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccccc2)cc1,2.5211,1.4081
Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,2.349,0.7068
Cc1cccc2c3ccccc3n(-c3ccc(-c4c(-c5ccccc5)c(C#N)c(C#N)c(-c5ccccc5)c4-c4ccc(-n5c6ccccc6c6cccc(C)c65)cc4)cc3)c12,2.7251,2.6822
Cc1ccc(-c2c3ccccc3nn2C)o1,3.6318,2.2232
Cc1ccc(-c2c3ccccc3nn2C)s1,3.652,2.3055
Cc1ccc(C2C3=C(CCCC3=O)Nc3c2c(=O)oc2ccccc32)cc1,3.3625,2.4843
Cc1ccc(C2(c3ccc(C)cc3)c3cccc4c3N3c5c2cccc5C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c5ccc(/C=C6/SC(=S)N(CC(=O)O)C6=O)s5)cc(c23)C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,2.0931,1.3851
Cc1ccc(C2(c3ccc(C)cc3)c3cccc4c3N3c5c2cccc5C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c5ccc(/C=C(\C#N)C(=O)O)cc5)cc(c23)C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,1.6961,1.3712
Cc1ccc(C2(c3ccc(C)cc3)c3cccc4c3N3c5c2cccc5C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c5ccc(/C=C(\C#N)C(=O)O)o5)cc(c23)C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,2.0497,1.6442
Cc1ccc(C2(c3ccc(C)cc3)c3cccc4c3N3c5c2cccc5C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(-c5ccc(/C=C(\C#N)C(=O)O)s5)cc(c23)C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,2.0032,1.6197
Cc1ccc(C2(c3ccc(C)cc3)c3cccc4c3N3c5c2cccc5C(c2ccc(C)cc2)(c2ccc(C)cc2)c2cc(C=Cc5ccc(C=C(C#N)C(=O)O)s5)cc(c23)C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,2.1207,1.3623
Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(/C=C/c4ccccc4)ccc32)cc1,2.3134,2.0235
Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,2.7875,1.4775
Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,1.3206,0.0797
Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Oc3ccc4ccc(OCCCNCCCNc5ccnc6cc(Cl)ccc56)cc4c32)cc1,3.6444,2.5909
Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Oc3ccc4ccc(OCCCNCCNc5ccnc6cc(Cl)ccc56)cc4c32)cc1,3.7536,2.753
Cc1ccc(C2=C3C=CC(Cl)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,2.1037,1.5993
Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3c2ccc3N2CCCC2)cc1,2.8374,1.4113
Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3c2ccc3N(C)Cc2ccccc2)cc1,2.7798,1.3981
Cc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1,3.0334,1.6355
Cc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(C)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccc(C)cc2)=C2/C=CC(=N2)\C=4c2ccc(-c3cc(C)c(/C=C(/C#N)C(=O)O)s3)cc2)cc1,2.0631,1.6291
Cc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(C)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccc(C)cc2)=C2/C=CC(=N2)\C=4c2ccc(-c3sc(/C=C(/C#N)C(=O)O)c4c3OCCO4)cc2)cc1,2.0567,1.615
Cc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(C)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccc(C)cc2)=C2\N=C(\C=4c3ccc(C(=O)O)cc3)c3c(-c4c(Cl)cccc4Cl)noc32)cc1,1.506,0.4016
Cc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(C)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccc(C)cc2)=C2\N=C(\C=4c3ccc(C(=O)O)cc3)c3onc(-c4c(Cl)cccc4Cl)c32)cc1,1.853,1.1858
Cc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(C)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2sc(-c3ccc(-c5cc(C)c(/C=C(\C#N)C(=O)O)s5)c5nsnc35)cc2C)=C2/C=CC(=N2)\C=4c2ccc(C)cc2)cc1,1.4586,1.1388
Cc1ccc(/C2=C3\C=CC(=N3)/C(c3c(C)cc(C)cc3C)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2c(C)cc(C)cc2C)=C2/C=CC(=N2)/C=4c2ccc(/C=C(\C#N)C(=O)O)cc2)cc1,2.1175,1.6191
Cc1ccc(-c2c3ccc(n3)c(-c3c(C)cc(C)cc3C)c3ccc(cc4nc(cc5ccc2[nH]5)C(C)(C)C4)[nH]3)cc1,1.6271,0.6325
Cc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(C(=O)O)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccc(C)cc2)=C2\N=C(\C=4c3ccc(C)cc3)c3c(-c4c(Cl)cccc4Cl)noc32)cc1,1.3446,0.5633
Cc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(C(=O)O)cc3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccc(C)cc2)=C2\N=C(\C=4c3ccc(C)cc3)c3onc(-c4c(Cl)cccc4Cl)c32)cc1,2.2683,1.6141
Cc1ccc(/C2=C3\C=CC(=N3)/C(c3ccc(C)s3)=c3/cc/c4n3[Zn]n3c2ccc3/C(c2ccc(/C=C(\C#N)C(=O)O)s2)=C2/C=CC(=N2)/C=4c2ccc(C)s2)s1,1.7553,1.0838
Cc1ccc(C2=C3C=CC(n4cc(-c5ccccc5)cn4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(-c3ccccc3)cn2)cc1,1.893,1.5211
Cc1ccc(C2=C3C=CC(n4cc(Cl)cn4)=[N+]3[B-](F)(F)n3c2ccc3-n2cc(Cl)cn2)cc1,2.251,2.1394
Cc1ccc(C2=C3C=CC(n4cccn4)=[N+]3[B-](F)(F)n3c2cc(Br)c3-n2cccn2)cc1,1.84,0.8162
Cc1ccc(C2=C3C=CC(N4CCC(N5CCCCC5)CC4)=[N+]3[B-](F)(F)n3cccc32)cc1,1.4431,1.2767
Cc1ccc(C2=C3C=CC(N4CCOCC4)=[N+]3[B-](F)(F)n3c2ccc3-n2cccn2)cc1,2.8051,1.7367
Cc1ccc(C2=C3C=CC(N4CCOCC4)=[N+]3[B-](F)(F)n3c2ccc3N2CCOCC2)cc1,2.1934,0.723
Cc1ccc(C2=C3C=CC(N4CCOCC4)=[N+]3[B-](F)(F)n3cccc32)cc1,1.9699,0.6464
Cc1ccc(C2=C3C=CC(n4cnc5ccccc54)=[N+]3[B-](F)(F)n3c2ccc3N2CCOCC2)cc1,2.6298,2.0108
Cc1ccc(C2=C3C=CC(n4cncn4)=[N+]3[B-](F)(F)n3c2ccc3-n2cncn2)cc1,2.2613,0.7628
Cc1ccc(C2=C3C=CC(Nc4ccccc4)=[N+]3[B-](F)(F)n3c(Nc4ccccc4)ccc32)cc1,1.9209,0.801
Cc1ccc(C2=C3C=CC(N(Cc4ccccc4)Cc4ccccc4)=[N+]3[B-](F)(F)n3cccc32)cc1,1.2736,0.7064
Cc1ccc(C2=C3C=CC(=[N+](C)C)C=C3[Si](C)(C)c3cc(N(C)C)ccc32)c(C)c1,2.4045,1.3861
Cc1ccc(-c2c3ccc(=[NH2+])cc-3n(C)c3cc(N(C)C)ccc23)cc1,2.9335,2.0352
Cc1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(N4CCCCC4)ccc23)cc1,2.7786,1.7635
Cc1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(N)ccc23)cc1,3.007,1.9736
Cc1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(N(C)C)ccc23)cc1,2.8332,1.8416
Cc1ccc(-c2c3ccc(=[NH2+])cc-3oc3cc(O)ccc23)cc1,2.9068,2.0741
Cc1ccc(-c2c3ccc(=[NH2+])cc-3sc3cc(N)ccc23)cc1,2.8049,1.9355
Cc1ccc(-c2c3ccc([nH]3)c3nc(c(-c4ccc(C#N)cc4)c4ccc([nH]4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4ccc2o4)C=C3)cc1,1.9722,1.136
Cc1ccc(/C2=c3\cc/c(o3)=C(\c3ccc(C)cc3)c3ccc([nH]3)-c3ccc4n3[P-](=O)(=O)[N+]3=C(C=CC3=C4c3ccc[nH]3)c3ccc2[nH]3)cc1,0.9242,0.358
Cc1ccc(/C2=c3\cc/c(o3)=C(\c3ccc(C)cc3)c3ccc([nH]3)-c3ccc4n3[P-](=O)(=O)[N+]3=C(C=CC3=C4c3ccco3)c3ccc2[nH]3)cc1,0.9337,0.7746
Cc1ccc(/C2=c3\cc/c(o3)=C(\c3ccc(C)cc3)c3ccc([nH]3)-c3ccc4n3[P-](=O)(=O)[N+]3=C(C=CC3=C4c3cccs3)c3ccc2[nH]3)cc1,0.9829,0.6299
Cc1ccc(C2=C3C=CC(Oc4ccccc4)=[N+]3[B-](F)(F)n3c(Oc4ccccc4)ccc32)cc1,1.9749,0.9784
Cc1ccc(-c2c3cc(C=O)ccc3nn2C)o1,3.0836,2.0156
Cc1ccc(-c2c3cc(N(C)C)ccc3nn2C)o1,3.301,2.1253
Cc1ccc(-c2c3cc(N(C)C)ccc3nn2C)s1,3.3313,2.2677
Cc1ccc(-c2c3ccsc3c(-c3ccc(C)s3)c3ccsc23)s1,3.3507,2.3202
Cc1ccc(-c2c3c(n4ccc(C)cc24)C(=O)N(CCNC(=O)OC(C)(C)C)C3)cc1,3.5076,2.5248
Cc1cccc2c3nc4ccccc4nc3n(CCCN3C(=O)C(=O)c4ccccc43)c12,2.6853,2.1986
Cc1ccc(/C2=C3/N=C(C(c4ccccc4)=C3c3ccccc3)/C(c3ccc(C)cc3)=c3\[nH]/c(c(-c4ccccc4)c3-c3ccccc3)=C(/c3ccc(C)cc3)C3=N/C(=C(/c4ccc(C)cc4)c4[nH]c2c(-c2ccccc2)c4-c2ccccc2)C(c2ccccc2)=C3c2ccccc2)cc1,1.803,1.0667
Cc1ccc(-c2c3nc(cc4cc(C#C[c-]5cccc5)c(s4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2s5)C=C4)C=C3)cc1,0.9441,0.457
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccccc4C(=O)O)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1.8983,1.1728
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4N2CCOCC2)C=C3)cc1,1.8741,0.9799
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1.8986,0.982
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccco4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1.5884,0.7092
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(OC(=O)C(C)c5ccc(-c6ccccc6)c(F)c5)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1.893,0.9739
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(OC(=O)C(C)c5ccccc5)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1.8924,0.9729
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(OC(=O)C(C)c5ccc(CC(C)C)cc5)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1.8595,1.0869
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(OC(=O)C(C)c5cccc(C(=O)c6ccccc6)c5)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1.8929,0.9728
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(OC(=O)C(C)c5ccc(Oc6ccccc6)cc5)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1.857,1.0869
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc(s4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1.8212,0.9758
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc(s4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2s5)C=C4)C=C3)cc1,1.2153,0.6885
Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc(s4)c(-c4ccc(C(=O)O)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,1.8363,0.9939
Cc1cccc2cccc(C)c12,4.2336,2.6659
Cc1cccc2c(C)cccc12,4.2016,2.6663
Cc1ccc(-c2cccc(C)c2)cc1,4.7385,3.2389
Cc1ccc(-c2ccc(C)cc2)cc1,4.6762,3.1879
Cc1ccc(-c2ccc(/C=C/c3ccc(Br)n3C)cn2)nc1,3.0323,1.8449
Cc1ccc(-c2ccc(/C=C/c3ccccc3)cn2)nc1,3.4079,2.1079
Cc1cc(Cc2cc(C)cc(C3(C)CCCCC3)c2O)c(O)c(C2(C)CCCCC2)c1,4.3295,3.5397
Cc1ccc(-c2ccc(/C=C/c3ccc(Cl)cc3)cn2)nc1,3.3631,2.0845
Cc1ccc(-c2ccc(/C=C/c3ccc(C#N)cc3)cn2)nc1,3.2731,2.0265
Cc1ccc(-c2ccc(/C=C/c3ccc(F)cc3)cn2)nc1,3.4045,2.1052
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,3.0662,1.8597
Cc1ccc(-c2ccc(/C=C/c3ccc(N(C)C)cc3)cn2)nc1,2.9943,1.9684
Cc1ccc(-c2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cn2)nc1,2.9603,1.9607
Cc1ccc(-c2ccc(/C=C/c3cccs3)cn2)nc1,3.239,1.8882
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,4.3428,3.549
Cc1ccc(C2(C)CC(C)(C)N3C(=O)C(=O)c4cc(C)cc2c43)cc1,2.6262,2.1115
Cc1ccc(-c2ccc(C(C#N)=Cc3ccc(-c4csc(C=C(C#N)c5ccccc5)c4)cc3)cc2)cc1,2.9649,1.8975
Cc1ccc(-c2ccc(C(C#N)=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,2.8112,1.9123
Cc1ccc(-c2ccc(/C=N/NC(=O)Cn3c4ccccc4c(=O)c4ccccc43)o2)cc1[N+](=O)[O-],2.7427,2.0525
Cc1ccc(-c2ccc(/C=N/NC(=O)Cn3c4ccccc4c(=O)c4ccccc43)o2)c([N+](=O)[O-])c1,2.7229,2.1055
CC1=C/C(=C(/c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)[O-])C=C(Br)C1=O,2.3543,1.6178
CC1=C/C(=C(\c2cc(C)c(O)c(Br)c2)c2ccccc2S(=O)(=O)O)C=C(Br)C1=O,2.8098,1.4816
Cc1cc(Cc2cc(C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,4.7094,3.5521
CC1=C/C(=C(/c2cc(C)c(O)c(CNCC(=O)O)c2)c2ccccc2S(=O)(=O)[O-])C=C(CNCC(=O)O)C1=O,2.623,1.7258
CC1=C/C(=C(/c2cc(C)c(O)c(CN(CC(=O)[O-])CC(=O)O)c2)c2ccccc2S(=O)(=O)O)C=C(CN(CC(=O)O)CC(=O)O)C1=O,1.9912,1.5756
CC1=CC(=C(c2cc(C)c(O)c(CN(C(=O)O)C(=O)O)c2)c2ccccc2S(=O)(=O)O)C=C(CN(C(=O)O)C(=O)O)C1=O,2.8119,1.5485
CC1=C/C(=C(/c2cc(C)c(O)c(C(=O)[O-])c2)c2c(Cl)cccc2Cl)C=C(C(=O)[O-])C1=O,1.6188,1.0736
CC1=C/C(=C(\c2cc(C)c([O-])c(C(=O)[O-])c2)c2c(Cl)cccc2Cl)C=C(C(=O)O)C1=O,1.7539,1.0876
CC1=CC(=C(c2cc(C)c([O-])c(C(=O)[O-])c2)c2c(Cl)cccc2Cl)C=C(C(=O)O)C1=O,1.6264,1.0464
CC1=C/C(=C(\c2cc(C)c(O)c(C(=O)O)c2)c2c(Cl)ccc(S(=O)(=O)O)c2Cl)C=C(C(=O)O)C1=O,2.8627,1.5367
Cc1ccc(-c2ccc(C(=O)NC(C)(C)C)c3c2ccc2c4ccccc4c4ccccc4c23)cc1,2.8251,1.5821
Cc1ccc(C2CCCN2C(=O)Cn2c3ccccc3c(=O)c3ccccc32)cc1,3.4627,2.7082
Cc1c(C)c(-c2cccnc2)c(C)c(C)c1B(c1c(C)c(C)c(-c2cccnc2)c(C)c1C)c1c(C)c(C)c(-c2cccnc2)c(C)c1C,3.6346,3.1311
Cc1cc(C(=C2C=CC(=N)C=C2)c2ccc(N)cc2)ccc1N,2.9844,1.2695
CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N,2.9577,1.2823
CC1=CC(=C(c2ccc(N)c(C)c2)c2ccc(N)c(C)c2)C=CC1=N,2.9367,1.2859
CC1=C/C(=C(/c2ccc(N(C)C)cc2)c2ccc([N+](C)(C)C)cc2)C=CC1=[N+](C)C,2.2568,1.1226
CC1(C)/C(=C\C2C(=C(C#N)C#N)C(=O)C2[O-])N(CCC(=O)O)c2ccc3ccccc3c21,2.6533,2.196
CC1(C)/C(=C\C2C(=C(C#N)C#N)C(=O)C2[O-])N(CCC(=O)O)c2ccc(C(=O)O)cc21,1.3357,1.266
Cc1cc(C)c2ccc(NC(=O)CCl)nc2n1,3.7337,3.0394
Cc1cc(/C(=C2/C=CC(=N)C(S(=O)(=O)O)=C2)c2ccc(N)c(S(=O)(=O)[O-])c2)cc(S(=O)(=O)[O-])c1N,2.3874,1.7282
CC1=CC(=C(c2ccc(N)c(S(=O)(=O)[O-])c2)c2ccc(N)c(S(=O)(=O)O)c2)C=C(S(=O)(=O)O)C1=N,2.4516,1.1965
Cc1ccc(-c2cc(C)n[nH]c2=O)cc1,3.742,2.3651
CC1=C/C(=C(/c2ccc(O)c(C)c2)c2ccccc2S(=O)(=O)[O-])C=CC1=O,2.6217,1.6254
Cc1ccc(-c2cc(C)[o+]c(C)c2)cc1,3.2875,2.3537
Cc1ccc(-c2cc(C(=O)Nc3ccc(/N=N/c4ccccc4)cc3)no2)cc1,2.597,1.8642
Cc1ccc(-c2cc(C(=O)Nc3ccc(/N=N\c4ccccc4)cc3)no2)cc1,2.4932,1.5471
Cc1ccc(-c2cc(C(=O)Nc3ccc(/N=N/c4ccccc4)cc3)no2)cc1C,2.5977,1.8648
Cc1ccc(-c2cc(C(=O)N/N=C/c3c4ccccc4cc4ccccc34)[nH]n2)cc1,2.7613,1.5054
CC1=C(C#Cc2ccc([Si](c3ccccc3)(c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)cc3)c(C)n1[B-]2(F)F,2.4301,2.0964
CC1(C)CC[C@]2(C)[C@@H](O)C[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.4489,3.8352
Cc1ccc(-c2ccnc3nc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)nn23)cc1,3.8861,2.8059
Cc1ccc(-c2ccnc3nc(-c4ccc(N(C)C)cc4)nn23)cc1,2.832,2.528
Cc1ccc(-c2ccnc3ncnn23)cc1,3.9606,2.8044
Cc1ccc(C2C(C#N)=C(N)n3c(=O)c4ccccc4c(=O)n32)cc1,3.2496,2.4781
Cc1ccc(C2=CC(=O)C(=O)O2)cc1,2.6764,2.1496
Cc1ccc(C2CC(=O)Oc3c2c2nc4ccccc4nc2c2ccccc32)cc1,3.0851,2.1221
Cc1ccc(C2CC(=O)Oc3c2c2nc4ccc(C)cc4nc2c2ccccc32)cc1,3.0852,2.1306
Cc1cccc2c(C(=O)O)c3cccc(C)c3nc12,2.9789,1.7887
Cc1cccc2c(C(=O)O)cccc12,3.9766,2.5673
