SMILES,TDDFT_S1,TDDFT_T1
CCN1/C(=C/C=C/C=C/C2=[N+](CC)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(CCCC(=O)O)c2cc(S(=O)(=O)O)ccc21,2.3447,1.2278
CC[N+]1=C(/C=C/C=C/C=C2\N(CCCCCC(=O)NCc3c4oc5cc(O)ccc5c(-c5ccc(C(=O)O)cc5C(=O)O)c-4ccc3=O)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21,1.8077,1.237
CC[N+]1=C(C=CC=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc4c3C2(C)C)C(C)(C)c2c1ccc1c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])cc21,1.2582,1.0308
CC[N+]1=C(/C=C/C=C/C=C2/N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21,2.4356,1.2944
CC[N+]1=C(C=CC=CC=C2N(CCCCCC(=O)ON3C(=O)CCC3=O)c3ccc(S(=O)(=O)O)cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,1.1628,1.15
CC[N+]1=C(/C=C/C=C/C=C2/N(CO)c3ccc4ccccc4c3C2(C)C)C(C)(C)c2c1ccc1ccccc21,2.1431,1.1845
CCN1C(=CC=CC=Cc2oc3ccccc3[n+]2CC)Oc2ccccc21,2.5404,1.3719
CC[n+]1ccc(/C=C/C=C2/Sc3ccccc3N2C)c2ccccc21,2.4957,1.4605
CCN1C=C/C(=C\C=C\c2sc3ccccc3[n+]2Cc2ccc(OC)cc2)c2ccccc21,2.4847,1.388
CCN1C=C/C(=C\C=C\c2sc3ccccc3[n+]2CC)c2ccccc21,2.5047,1.3706
CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,2.3602,1.2272
CC[n+]1ccc(/C=C/C=C/c2cc3c4c(c2)CCCN4CCC3)cc1,2.3067,1.0953
CC[n+]1ccc(C=CC=Cc2ccc(N(C)C)cc2)c2ccccc21,2.2084,1.1409
CC[n+]1ccc(C=CC=Cc2ccc(N(C)C)cc2)cc1,2.3602,1.2049
CCN1C=CC(=CC=CC=Cc2cc[n+](CC)c3ccccc23)c2ccccc21,2.1146,0.9581
CCN1C(=CC=CC=CC=CC2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,2.158,1.0295
CC[N+]1=C(/C=C/C=C/C=C/C=C2/N(CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,1.1469,0.9694
CCN1C(=CC=CC=CC=Cc2oc3ccccc3[n+]2CC)Oc2ccccc21,2.3722,1.1525
CCN1C(=CC=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,2.1662,1.0436
CCN1C(C(C)C)=C(C(C)C)C(C)=CC1(C)C,4.0899,2.6835
CCN1C(C(C)C)=C(C(C)C)C(C)CC1(C)C,3.9804,3.249
CCN1C(C(C)C)=C(C(C)C)C(CS(=O)(=O)O)=CC1(C)C,3.8399,2.5169
CC[n+]1ccc(/C=C/C(C#N)=C2/Sc3ccccc3N2C)c2ccccc21,2.4713,1.5103
CCn1cc(C=CC(=C(C#N)C#N)c2ccccc2)c2ccccc21,2.775,1.5776
CCN1/C(=C/C=C/C(Cl)=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,2.2636,1.1756
CCn1cc(C=C(C#N)c2nc3ccccc3[nH]2)c2ccccc21,3.0717,1.918
CCn1cc(C=C(C#N)c2nc3ccccc3s2)c2ccccc21,3.087,1.9048
CCN1/C(=C/C=C/C(N)=C/C2=[N+](CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,2.4813,1.491
CCn1cc(C=C(C#N)C#N)c2ccccc21,3.4527,2.128
CCN1/C(=C/C=C/C(=O)/C=C2/N(CC)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,2.9523,1.9799
CCn1ccc(C(=O)Nc2ccc(/N=N/c3ccccc3)cc2)n1,2.612,1.878
CC[N+]1(CC)CN2C(C)=CC(C)=C(C(=O)[O-])C2=N1,2.8152,2.2557
CC[N+]1(CC)CN2C(C)=CC(C)=C(C(=O)O)C2=N1,3.789,2.7172
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1c2ccc2ccccc12,3.0042,2.1325
CC[N+]1(CC)CN2C(=N1)C(C(=O)[O-])=Cc1ccccc12,2.3425,2.0664
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccccc12,3.577,2.6343
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(C)cc12,3.5706,2.6104
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)ccc12,3.4427,2.5667
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)c(C)cc12,3.2991,2.461
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(Cl)cc12,3.3998,2.4812
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(Cl)ccc12,3.3205,2.533
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(OC)cc12,3.4802,2.4901
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(F)ccc12,3.4203,2.5408
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(Oc3ccccc3)ccc12,3.0403,2.3123
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(OC)ccc12,2.9329,2.2223
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(OC)c(OC)cc12,3.1889,2.2468
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(SC)ccc12,2.496,2.023
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1c(OC)ccc(OC)c12,2.9688,2.312
CCN1CC(CN(C)C(=O)Cn2c3ccccc3c(=O)c3ccccc32)Oc2ccccc21,3.4965,2.7197
CCN1/C(=C/C=O)C(C)(C)c2ccccc21,3.7899,2.702
CCn1ccc(=O)c(NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)c1,3.524,2.7514
CCn1ccc(=O)[nH]c1=S,3.552,3.022
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,3.8189,3.0475
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,3.9056,3.0513
CCn1c(C)cs/c1=N\c1ccc(/N=N\c2ccccc2)cc1,2.4513,1.5275
CCn1c(C)csc1=Nc1ccc(N=Nc2ccccc2)cc1,2.639,1.8648
CCn1c(Cn2c3ccccc3c(=O)c3ccccc32)nnc1SC,3.5433,2.7702
CCn1c(Cn2c3ccccc3c(=O)c3ccccc32)nnc1SCC#N,3.556,2.7862
CCn1c(Cn2c3ccccc3c(=O)c3ccccc32)nnc1SCC(N)=O,3.5521,2.7874
CCn1c(Cn2c3ccccc3c(=O)c3ccccc32)nnc1SCC(=O)NC(C)(C)C,3.5518,2.787
CCn1c(Cn2c3ccccc3c(=O)c3ccccc32)nnc1SCC(=O)O,3.5497,2.7973
CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,3.3634,2.8095
CCN1CCN(c2ccccc2NC(=O)Cn2c3ccccc3c(=O)c3ccccc32)CC1,3.5016,2.7352
CCN1CCN(c2ccc(C(C)(C)NC(=O)c3cc4[nH]c5ccccc5c(=O)c4cc3F)cn2)CC1,2.8676,2.4728
CCN1CCN(c2cccc(NC(=O)c3ccc4[nH]c5ccccc5c(=O)c4c3)c2)CC1,3.0473,2.7553
CCN1CCN(c2cccc(NC(=O)c3ccc4[nH]c5ccc(F)cc5c(=O)c4c3)c2)CC1,2.9002,2.6265
CCN1CCN(c2cccc(NC(=O)c3cccc4c(=O)c5ccccc5[nH]c34)c2)CC1,3.0261,2.5324
CCN1CCN(c2cccc(NC(=O)c3cc(F)cc4c(=O)c5cccc(F)c5[nH]c34)c2)CC1,2.7898,2.3872
CCN1CCN(c2cccc(NC(=O)c3cc(F)cc4c(=O)c5cc(F)ccc5[nH]c34)c2)CC1,2.7774,2.2926
CCN1CCN(c2ccc(/N=C/c3cc(/N=N/c4ccccc4)ccc3O)cc2)CC1,2.2496,1.8871
CCN1CCN(c2ccc(/N=N/c3ccc(C(F)(F)F)cc3)cc2)CC1,2.6097,1.8227
CCN1CCN(c2ccc(/N=N/c3ccc(C#N)cc3)cc2)CC1,2.5647,1.7439
CCN1CCN(c2ccc(/N=N/c3ccc(C(=O)OC)cc3)cc2)CC1,2.5591,1.7963
CCN1CCN(c2ccc(/N=N/c3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2)CC1,2.6395,1.7843
CCN1CCN(c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)CC1,2.4665,1.6801
CCN1CCN(c2ccc(/N=N/c3cc(C(=O)OC)cc(C(=O)OC)c3)cc2)CC1,2.6466,1.8519
CCN1CCN(c2ccc(/N=N/c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)cc2)CC1,2.3422,1.6812
CCN1CCN(C2CC(=O)N(c3ccc(/N=N\c4ccccc4)cc3)C2=O)CC1,2.5255,1.5639
CCN1CCN(c2c(F)cc3c(c2F)OC2=C(/C=C/C4=[N+](C)c5ccccc5C4(C)C)CCCC2=C3)CC1,1.6619,1.1256
CCN1CCN(C2C(=O)c3ccccc3N2C(C)=O)CC1,2.3851,2.2795
CCN1CCN(C2=NC(=O)/C(=C/c3c4ccccc4cc4ccccc34)S2)CC1,2.9078,1.6936
CCN1CCN(Cc2c3ccccc3cc3ccccc23)CC1,2.5368,1.7575
CCN1CCN(Cc2c3ccccc3c(Cl)c3ccccc23)CC1,2.395,1.6819
CCN1CCN(CC)c2cc3oc(=O)c(-c4nc5ccccc5[nH]4)cc3cc21,2.8247,1.9248
CCN1CCN(CC)c2cc3oc(=O)c(-c4nc5ccccc5s4)cc3cc21,2.7765,1.9199
CCN1CCN(CC)c2cc3oc(=O)c(C(C)=O)cc3cc21,2.8424,1.9584
CCN1CCN(CC)c2cc3oc(=O)c(C#N)cc3cc21,2.8715,1.942
CCN1CCN(CC)c2cc3oc(=O)c(C(N)=O)cc3cc21,2.9845,2.0935
CCN1CCN(CC)c2cc3oc(=O)c(C(=O)C=Cc4ccccc4)cc3cc21,2.5768,1.8834
CCN1CCN(CN2C(=O)C(=O)c3c(Br)cccc32)CC1,1.9242,1.8912
CCN1CCO[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,4.2043,3.1109
CCn1c(CSCC(=O)Nc2ccc(N=Nc3ccccc3)cc2)nc2cc(S(=O)(=O)N(C)C)ccc21,2.6169,1.8755
CCn1cnc2c(=O)nc(N)[nH]c21,4.3291,3.8024
CCn1c(/N=C/c2c3ccccc3cc3ccccc23)nc2ccccc21,2.5763,1.4555
CCn1c(NCc2c3ccccc3cc3ccccc23)nc2ccccc21,2.8599,1.7458
CCn1c(N)nc2ccccc21,4.5811,3.5411
CCn1c(=O)c2cc(Br)c3c(=O)n(CC)c(=O)c4cc(Br)c(c1=O)c2c43,2.8949,2.0548
CCN1C(=O)c2cccc3cccc(c23)C1=O,3.6886,2.3132
CCn1c(=O)c2cc(Cl)c3c(=O)n(CC)c(=O)c4cc(Cl)c(c1=O)c2c43,3.0459,2.0653
CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,3.2798,2.034
CCN1C(=O)/C(=c2\c(=Cc3ccc4c(c3)C3CCCC3N4c3ccccc3C(=O)O)sc(=O)n2CC)SC1=S,2.5343,1.7592
CCN1C(=O)/C(=c2\c(=Cc3ccc4c(c3)C3CCCC3N4c3ccccc3)sc(=O)n2CC(=O)O)SC1=S,2.2052,1.592
CCN1C(=O)/C(=c2\c(=Cc3ccc4c(c3)C3CCCC3N4c3cccc(C(=O)O)c3)sc(=O)n2CC)SC1=S,2.2405,1.5165
CCN1C(=O)/C(=c2\c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(CO)cc3)sc(=O)n2CCCC(=O)O)SC1=S,2.2585,1.5455
CCN1C(=O)/C(=c2\c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(CO)cc3)sc(=O)n2CCC(=O)O)SC1=S,2.2513,1.6605
CCN1C(=O)/C(=c2\c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(CO)cc3)sc(=O)n2CC(=O)O)SC1=S,2.2484,1.5594
CCN1C(=O)/C(=c2\c(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(C(=O)O)cc3)sc(=O)n2CC)SC1=S,2.2245,1.4769
CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)C(=O)N(CC)C1=S,2.207,0.99
CCN1C(=O)C(C2C(=O)c3c4ccccc4cc4cc5ccccc5c2c34)SC1=S,2.2115,0.9954
CCN1C(=O)/C(=c2\s/c(=c3/c(=Cc4ccc5c(c4)C4CCCC4N5c4ccc(C=C(c5ccccc5)c5ccccc5)cc4)sc(=O)n3CC(=O)O)c(=O)n2CC)SC1=S,1.9864,1.4177
CCN1C(=O)/C(=c2/s/c(=c3\s/c(=C\c4ccc5c(c4)N(c4ccc(/C=C(/C6=CC=CCC6)c6ccccc6)cc4)C4CCCC54)c(=O)n3CC(=O)O)c(=O)n2CC)SC1=S,1.5557,1.4392
CCN1C(=O)/C(=c2\s/c(=C\c3cc4c(c5ccccc35)N(c3ccc(C=C(c5ccccc5)c5ccccc5)cc3)C3CCCC43)c(=O)n2CC(=O)O)SC1=S,2.2181,1.5078
CCN1C(=O)/C(=c2\s/c(=C\c3ccc4c(c3)C3CCCC3N4c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(=O)n2CC(=O)O)SC1=S,2.4455,1.6632
CCN1C(=O)C(=c2sc(=Cc3ccc4c(c3)C3CCCC3N4c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(=O)n2CC(=O)O)SC1=S,2.4365,1.7537
CCN1C(=O)/C(=c2/s/c(=C/c3ccc4c(c3)[C@H]3CCC[C@H]3N4c3ccc(C=C(c4ccccc4)c4ccccc4)cc3)c(=O)n2CC(=O)O)SC1=S,2.2132,1.5908
CCN1C(=O)/C(=c2/s/c(=C\c3ccc4c(c3)N(c3ccc(/C=C(/C5=CC=CCC5)c5ccccc5)cc3)C3CCCC43)c(=O)n2CCC(=O)O)SC1=S,1.86,1.648
CCN1C(=O)/C(=c2/s/c(=C\c3ccc4c(c3)N(c3ccc(C=C(c5ccccc5)c5ccccc5)cc3)C3CCCC43)c(=O)n2CC(=O)O)SC1=S,1.7708,1.5699
CCN1C(=O)/C(=c2\s/c(=C\c3ccc4ccccc4c3-c3c(O)ccc4ccccc34)c(=O)n2CCC(=O)O)SC1=S,2.5119,1.7581
CCN1C(=O)/C(=c2\s/c(=C\c3ccc4ccccc4c3-c3c(OC(C)C)ccc4ccccc34)c(=O)n2CCC(=O)O)SC1=S,2.5768,1.7628
CCN1C(=O)/C(=c2\s/c(=C\c3ccc4cc([N+](=O)[O-])ccc4c3-c3cccc4ccccc34)c(=O)n2CCC(=O)O)SC1=S,2.4296,1.6915
CCN1C(=O)/C(=c2\s/c(=C\c3ccc4cc([N+](=O)[O-])ccc4c3-c3c(O)ccc4ccccc34)c(=O)n2CCC(=O)O)SC1=S,2.2364,1.6699
CCN1C(=O)/C(=c2\s/c(=C\c3ccc4cc([N+](=O)[O-])ccc4c3-c3c(OC(C)C)ccc4ccccc34)c(=O)n2CCC(=O)O)SC1=S,2.2319,1.7442
CCN1C(=O)/C(=c2\s/c(=C\c3ccc4cc(OC)ccc4c3-c3cccc4ccccc34)c(=O)n2CCC(=O)O)SC1=S,2.6282,1.7344
CCN1C(=O)/C(=c2\s/c(=C\c3ccc4cc(OC)ccc4c3-c3c(O)ccc4ccccc34)c(=O)n2CCC(=O)O)SC1=S,2.5875,1.7203
CCN1C(=O)/C(=c2\s/c(=C\c3ccc4cc(OC)ccc4c3-c3c(OC(C)C)ccc4ccccc34)c(=O)n2CCC(=O)O)SC1=S,2.5707,1.7586
CCN1C(=O)/C(=c2\s/c(=C\c3ccc4sc(-c5ccc6c(c5)CCN6c5ccc(C=C(c6ccccc6)c6ccccc6)cc5)nc4c3)c(=O)n2CC(=O)O)SC1=S,2.1717,1.8554
CCN1C(=O)/C(=c2\s/c(=C/c3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc(C=C(c5ccccc5)c5ccccc5)cc4)s3)c(=O)n2CC(=O)O)SC1=S,2.1532,1.4789
CCN1C(=O)/C(=c2\s/c(=C/c3ccc(-c4ccc5c(c4)N(c4ccc(C=C(c6ccccc6)c6ccccc6)cc4)CC5)s3)c(=O)n2CC(=O)O)SC1=S,1.9592,1.4957
CCN1C(=O)/C(=c2\s/c(=C/c3ccc(-c4cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5nc(C)cn5c4)s3)n(CC(=O)O)c2=O)SC1=S,1.0951,1.0863
CCN1C(=O)/C(=C/c2c3ccccc3cc3ccccc23)SC1=S,2.5305,1.611
CCN1C(=O)/C(=C\c2c3ccccc3cc3ccccc23)SC1=S,2.3901,1.5703
CCN1C(=O)C(=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,2.5476,1.8504
CCN1C(=O)C(=Cc2ccc(-c3sc(N(c4ccccc4)c4ccccc4)nc3-c3ccccc3)s2)C(=O)N(CC)C1=S,2.2477,1.5059
CCN1C(=O)C(=Cc2ccc(N(C)CCO)cc2)C(=O)N(CC)C1=S,2.4695,2.0481
CCN1C(=O)C(=CC=c2c3cccc4cccc(c43)n2Cc2ccccc2)C(=O)N(CC)C1=S,2.0949,1.2782
CCN1C(=O)C(=CC=C2C=CN(C)c3ccccc32)SC1=S,2.5178,1.2232
CCN1C(=O)C(=CC=C2N(c3ccccc3)c3ccccc3N2c2ccccc2)C(=O)N(CC)C1=S,2.7586,2.1577
CCN1C(=O)/C(=C/C=C2/Sc3ccccc3N2CC(=O)O)SC1=S,2.7787,1.6701
CCN1C(=O)C(=CC=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,2.3755,1.5177
CCN1C(=O)C(=CC=CC=c2c3cccc4cccc(c43)n2Cc2ccccc2)C(=O)N(CC)C1=S,2.036,1.0502
CCN1C(=O)C(=CC=CC=C2N(c3ccccc3)c3ccccc3N2c2ccccc2)C(=O)N(CC)C1=S,2.4731,1.5884
CCN1C(=O)C(=C/C=C/C=C2\N(CC)c3cc(Cl)c(Cl)cc3N2CS(=O)(=O)O)C(=O)N(CC)C1=O,2.7818,1.6015
CCN1C(=O)C(=C/C=C/C=C2\Oc3ccc(Cl)cc3N2CC)C(=O)N(CC)C1=O,2.9247,1.6817
CCN1C(=O)C(=C/C=C/C=C2\Oc3ccc(Cl)cc3N2CS(=O)(=O)O)C(=O)N(CC)C1=O,2.9824,1.6819
CCN1C(=O)C(=CC=CC=CC2=C3N(CCC2)c2ccccc2C3(C)C)C(=O)N(CC)C1=S,2.2161,1.2044
CCN1C(=O)C(=CC=CC=CC=c2c3cccc4cccc(c43)n2Cc2ccccc2)C(=O)N(CC)C1=S,2.0141,0.8966
CCN1C(=O)C(=CC=CC=CC=C2N(c3ccccc3)c3ccccc3N2c2ccccc2)C(=O)N(CC)C1=S,2.2589,1.2547
CCN1C(=O)C(=CC=CC=CC=C2Sc3ccccc3N2CC)C(=O)N(CC)C1=S,2.2094,1.2484
CCn1c(=O)cc[nH]c1=S,3.5758,3.0375
CCN1C(=O)C(=O)c2cc(Br)cc(Br)c21,2.5991,2.0758
CCN1C(=O)C(=O)c2cc(Br)ccc21,2.6469,2.1261
CCN1C(=O)C(=O)c2cc(Br)cc(C)c21,2.6137,2.0672
CCN1C(=O)C(=O)c2ccc(Br)cc21,2.6636,2.1775
CCN1C(=O)C(=O)c2ccccc21,2.6708,2.1822
CCN1C(=O)C(=O)c2cc(C)cc(Br)c21,2.6325,2.1205
CCN1C(=O)C(=O)c2cccc(C)c21,2.6444,2.1474
CCN1C(=O)C(=O)c2cc(C)ccc21,2.671,2.1398
CCN1C(=O)C(=O)c2cc(C)cc(C)c21,2.642,2.092
CCN1C(=O)C(=O)c2cc(Cl)ccc21,2.6488,2.1295
CCN1C(=O)C(=O)c2cc(F)ccc21,2.6466,2.1073
CCN1C(=O)CS/C1=N\c1ccc(/N=N\c2ccccc2)cc1,2.5028,1.5496
CCn1c(=O)nc2n(C)c3cc(C)ccc3nc-2c1=O,3.0581,2.1052
CCn1c(SCC(=O)N/N=C/c2c3ccccc3cc3ccccc23)nc2ccccc21,2.8629,1.5805
CCn1c(SCC(=O)N/N=C\c2c3ccccc3cc3ccccc23)nc2ccccc21,3.0451,1.7272
CCn1c(SCC(=O)N/N=C/c2c3ccccc3cc3ccccc23)nnc1-c1ccc(C)cc1,2.8051,1.5072
CCn1c(SCC(=O)N/N=C\c2c3ccccc3cc3ccccc23)nnc1-c1ccc(C)cc1,3.0657,1.7328
CCn1c(SCC(=O)N/N=C/c2c3ccccc3cc3ccccc23)nnc1-c1ccc(C(C)(C)C)cc1,2.806,1.508
CCn1c(SCC(=O)N/N=C\c2c3ccccc3cc3ccccc23)nnc1-c1ccc(C(C)(C)C)cc1,3.0679,1.7362
CCn1c(SCC(=O)N/N=C/c2c3ccccc3cc3ccccc23)nnc1-c1ccc(Cl)cc1,2.8039,1.5076
CCn1c(SCC(=O)N/N=C/c2c3ccccc3cc3ccccc23)nnc1-c1ccc(OC)cc1,2.8054,1.5066
CCn1c(SCC(=O)NN=Cc2cccc(OC)c2)nnc1-c1ccco1,4.0012,2.6235
CC[n+]1nc2cc3c4c(c2c2cc(C)ccc21)CCCN4CCC3,2.8744,1.6454
CC[n+]1nc2cc3c4c(c2c2cc(F)ccc21)CCCN4CCC3,2.8888,1.6131
CC[n+]1nc2cc3c(cc2c2cc(C)ccc21)N(C)CCC3,2.974,1.7718
CC[n+]1nc2ccc(N(C)C)cc2c2cc(C)ccc21,2.955,1.8116
CCn1ncc2c3c(C#N)c4c5ccccc5n(C)c4nc3ccc21,2.8758,2.2375
CCn1ncc2c3c(C#N)c4c5ccccc5n(CC)c4nc3ccc21,2.8616,2.2315
CCn1nc(-c2ccccc2)c2ccc3[o+]c(-c4ccccc4)c4ccc1c2c34,2.5758,1.5366
CCn1ncc(Br)c1CN(C)CN1C(=O)C(=O)c2ccccc21,2.6452,2.1723
CCn1nccc1C(=O)Nc1ccc(/N=N/c2ccccc2)cc1,2.6005,1.8658
CCn1ncc(Cl)c1CN(C)CN1C(=O)C(=O)c2ccccc21,2.6451,2.1726
CCn1nnc2cc(C(=O)Nc3ccc(N=Nc4ccccc4)cc3)ccc21,2.6158,1.878
CCN1O/C(=c2\c(=Cc3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccccc4)cc3)sc(=O)n2CC(=O)O)SC1=S,2.7534,2.003
CCN1O/C(=c2\c(=Cc3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc(C(F)(F)F)cc4)cc3)sc(=O)n2CC(=O)O)SC1=S,2.883,2.0259
CCN1O/C(=c2\c(=Cc3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc(C#N)cc4)cc3)sc(=O)n2CC(=O)O)SC1=S,2.9012,2.0301
CCN1O/C(=c2\c(=Cc3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)sc(=O)n2CC(=O)O)SC1=S,2.5882,2.0087
CCN1O/C(=c2\c(=Cc3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc(N(C)C)cc4)cc3)sc(=O)n2CC(=O)O)SC1=S,2.5103,1.9535
CCN1O/C(=c2\c(=Cc3ccc(-c4ccc5c(c4)C4CCCC4N5c4ccc(OC)cc4)cc3)sc(=O)n2CC(=O)O)SC1=S,2.7233,2.0499
CC(Nc1c2ccccc2nc2ccccc12)C(=O)O,3.0797,1.8059
CC/N=c1/c2ccccc2sn1CC,3.4721,2.8259
CCN=c1c2ccccc2sn1CC,3.3053,2.6148
CCNc1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,2.9547,2.1949
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)[O-])=c1cc3c4c(c1O2)CCC[N+]=4CCC3,3.3302,3.2294
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccc5ccccc5c4C3(C)C)=C1O2,2.0991,1.1904
CCNc1cc2c(cc1C)C(c1ccccc1C(=O)O)=C1CCCC(/C=C/C3=[N+](C)c4ccccc4C3(C)C)=C1O2,2.1755,1.2037
CCNc1cc2c(cc1C)C(/C=C1/N(CC)c3ccccc3C1(C)C)=C1CCCC(/C=C/C3=[N+](CC)c4ccc5ccccc5c4C3(C)C)=C1O2,1.7344,1.2069
CCNc1cc2c(cc1C)C(/C=C1/N(CC)c3ccccc3C1(C)C)=C1CCCC(/C=C/C3=[N+](CC)c4ccccc4C3(C)C)=C1O2,1.8115,1.2624
CCNc1cc2[o+]c3c4c5c(cc3nc2c2ccccc12)CCCN5CCC4,2.3762,1.2072
CCNc1cc2oc3c(ccc4cc(=O)ccc43)c(-c3ccccc3C(=O)O)c2cc1C,2.3287,0.9073
CCN=c1cc2oc3cc(NCC)c4ccccc4c3nc-2cc1C,2.5357,1.0767
CCNc1cc2[o+]c3cc(NCC)c4ccccc4c3nc2cc1C,2.491,1.3378
CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)O)c-2cc1C,2.7011,1.2625
CC/N=c1\cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,2.651,1.3087
CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,2.6513,1.3087
CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C,2.8796,1.8768
CC/N=c1/cc2oc3cc(NCC)c(C)cc3c(-c3ccc(OCCCCC(=O)O)cc3)c-2cc1C,2.6442,1.1923
CC/N=c1/cc2oc3cc(NCC)c(C)cc3c(-c3ccc(OCC(=O)O)cc3)c-2cc1C,2.6164,1.1682
CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c2cc1C,3.6215,3.4524
CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(CCC(=O)O)c2cc1C,2.8288,1.7966
CC/N=c1\cc2oc3cc(NCC)c(C)cc3nc-2c2ccccc12,2.7096,1.3355
CCNc1cc2oc3cc(=[NH+]CC)c4ccccc4c-3nc2cc1C,2.491,1.3378
CCNc1cc2oc3c/c(=[NH+]/CC)ccc-3c(-c3ccccc3C(=O)[O-])c2cc1C,3.5805,3.3826
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3C(=O)N(C)CCCC(=O)O)c2cc1C,2.7141,1.6862
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3C(=O)[O-])c2cc1C,3.5727,3.4093
CCNc1cc2oc3c/c(=[NH+]/CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,2.8288,1.7988
CCNc1cc2oc3c/c(=[NH+]\CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C,2.8796,1.8768
