,SMILES,xTB_S1,xTB_T1,T1S1ratio
74356,FC(F)(CCC(Cl)(Cl)C1=CC=C(C(Cl)(Cl)CCC(F)(F)C(Br)(Br)C(Cl)(Br)Br)C=C1)C(Br)(Br)C(Cl)(Br)Br,4.1349905179387765,3.200837203083512,0.7740857419617677
343812,O=S(=O)(O)c1ccnc2c(C(F)(F)F)cc3cccnc3c12,3.7560574865604224,2.7940707805910234,0.7438839236589188
83282,FC(CCC(Br)(Br)C(Br)(Br)Br)=C1C(=C(F)CCC(Br)(Br)C(Br)(Br)Br)C1=C(F)CCC(Br)(Br)C(Br)(Br)Br,3.4659226849543416,2.3665690416425176,0.6828106847033414
412024,CSc1cc2ncc3ccc(F)c4cnc(c1)c2c34,3.088674881121379,2.2540107864504786,0.7297662826953589
113988,FC(Br)(Br)CC(Cl)(Cl)C(F)(F)C(F)(F)C(CBr)=C1C(=C(CBr)C(F)(F)C(F)(F)C(Cl)(Cl)CC(F)(Br)Br)C1=C(CBr)C(F)(F)C(F)(F)C(Cl)(Cl)CC(F)(Br)Br,3.2025933279272687,1.8320246889973584,0.5720441221873938
79988,FCCC(Br)(Br)CC(=C1C(=C(CC(Br)(Br)CCF)C(F)(F)F)C1=C(CC(Br)(Br)CCF)C(F)(F)F)C(F)(F)F,2.9885781352678187,1.6985550208931652,0.5683488749545278
442260,CSc1c([N+](=O)[O-])ccc2cc3oncc3cc12,2.761239301853542,2.005339869724176,0.7262463156952923
201346,Cc1ccc(cc1)C1=C2C3=C(CC(C)(C)CC3=O)NN=C3CC(C)(C)CC(=C23)N1,2.5189595453308913,1.7731229113387683,0.7039108327981702
462897,CCC1(C#N)CCC(=O)CC1,4.328702029584436,3.729388897872974,0.8615489983797758
220319,CC(=CC=O)C=CC=C(C)C=CC12OC1(C)CC(O)CC2(C)C,3.030892687375085,1.5975150318250693,0.527077398180205
456992,Oc1ccc2cc(F)cccc1-2,2.6904878195627204,1.575303128817762,0.5855083666848909
81318,FC(F)C(Br)(Br)CCCC(=C1C(=C(CCCC(Br)(Br)C(F)F)C(F)(Br)Br)C1=C(CCCC(Br)(Br)C(F)F)C(F)(Br)Br)C(F)(Br)Br,2.935869941666776,1.6417616804309485,0.5592079053402734
95912,FC(Br)(Br)C/C(Cl)=C(\Br)C1=C(Br)C(/C(Br)=C(\Cl)CC(F)(Br)Br)=C(Br)C(/C(Br)=C(\Cl)CC(F)(Br)Br)=C1Br,3.2413081650890034,2.3412049851025776,0.7223024982070133
164332,FC(F)(Br)CC(Br)(Br)C/C=C(Br)/C(Cl)=C(Cl)/C(Br)=C/CC(Br)(Br)CC(F)(F)Br,3.756237272054694,1.9952878130251064,0.5311932310212307
28944,C1CN(CC1C(=O)O)C(=O)N,5.257286753601764,4.859922431709483,0.9244164641352222
168019,Cc1ccc(s1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(s1)C,2.5545308612780047,1.724748885655401,0.675172459961015
357462,O=S(=O)(O)c1c(F)cnc2ccc3ccncc3c12,3.7282349703846513,2.702012079741875,0.7247429685106735
480944,Cc1c(C)c(C)c2c(C)c3c(C)c4c(C)c5c(C)c(C)c(C)c(C)c5c(C)c4c(C)c3c(C)c2c1C,2.409707922719423,1.19081014258424,0.49417198298471676
101060,FC(F)C(F)(F)C(Br)(Br)C(F)(F)C1=CC(C(F)(F)C(Br)(Br)C(F)(F)C(F)F)=CC(C(F)(F)C(Br)(Br)C(F)(F)C(F)F)=C1,4.761546883160865,3.631596153747079,0.7626925120889098
232517,CCCCCCOc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)cc1,2.4391980902739285,1.1868907105026971,0.48659053778178635
483589,CCCCc1cc2cc3cc4cc(CCCC)c(CCCC)cc4cc3cc2cc1CCCC,2.536831430126565,1.132613893276725,0.44646793627127906
558344,CC1(C)CC(C)(C)c2c1ccc1c2ccc2c3c(cnc21)C(C)(C)CC3(C)C,3.698960284555646,2.6605259006125204,0.7192631701727308
312891,COc1cccc2ccc3c(O)cccc3c12,3.744609697563434,2.599595034054325,0.6942232285906448
113798,FCC(=C1C(=C(CF)C(Cl)(Cl)C(F)(F)C(Br)(Br)C(F)(F)F)C1=C(CF)C(Cl)(Cl)C(F)(F)C(Br)(Br)C(F)(F)F)C(Cl)(Cl)C(F)(F)C(Br)(Br)C(F)(F)F,2.920194701458391,1.456183651079414,0.4986597812646441
277046,CN(C)c1cnc2cc(S)ccc2n1,3.332062356906017,2.3387315678760907,0.7018870949485224
209950,CCN(CC)c1ccc2c(Oc3cc(ccc3C32OC(=O)c2c(cccc32)N(C)c2ccc(cc2)N(C)C)N(CC)CC)c1,2.970352040624938,2.5645378929912943,0.8633784339083714
241367,COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(C#N)cc3)nc2c1,3.750807510694225,2.6577414033902387,0.7085784583219856
51651,FCCC(Cl)(Cl)C(Cl)(Cl)CC1=CC(Br)=C(CC(Cl)(Cl)C(Cl)(Cl)CCF)C=C1Br,4.175798262869927,3.6297639191290414,0.8692383325612073
16358,COC1=NON=C1[N+](=O)[O-],4.013813578082551,3.041543281943439,0.7577689453620372
254957,CC/C=N\Nc1ccc2n1[B-](F)(F)[N+]1=C(Cl)C=CC1=C2c1ccccc1,2.7150567173029523,1.453630867603677,0.5353961331046027
245592,O=C(Cc1cccs1)Nc1ccc(/N=N/c2ccccc2)cc1,2.6319217828410126,1.845436009402028,0.7011743363474817
236097,CCOC(=O)c1c[nH]c2cc(-c3nc4ccccc4s3)c(O)cc2c1=O,3.2631566853116967,2.458475725759221,0.7534041306767307
4693,CC1=NCC(S1)(C)C,5.010245735795776,3.978722017772637,0.7941171406716836
61489,ClC(Cl)(CC(Br)(Br)C(Cl)(Cl)C(Br)(Br)C1=CC(Br)=C(C(Br)(Br)C(Cl)(Cl)C(Br)(Br)CC(Cl)(Cl)C(Br)Br)C=C1Br)C(Br)Br,3.4726005398859754,2.961641280316269,0.8528597649799121
585770,O[C@H]1[C@H]2O[C@H]2[C@H]2O[C@@H]12,5.698908238609864,5.363470287583184,0.9411399627819761
372895,N#Cc1nsc2c(C(F)(F)F)nccc12,3.88238884241804,2.7897401823945644,0.7185627961616156
271319,COc1ncc2cnccc2c1S(=O)(=O)O,3.881780300968159,2.772455019356714,0.71422254852116
207087,CN1C(=O)C2=C(C1=O)C1=C(CCCCCCCCCCCCC3=C(c4ccccc4N3)C3=C(N4CCN2CC4)C(=O)N(C)C3=O)Nc2ccccc12,2.3811794159220083,1.852753440193854,0.778082251091716
113566,FC(Cl)(Cl)[C](CCC(Cl)(Cl)C(Br)(Br)C(F)(F)F)C1=C([C](CCC(Cl)(Cl)C(Br)(Br)C(F)(F)F)C(F)(Cl)Cl)C1=C(CCC(Cl)(Cl)C(Br)(Br)C(F)(F)F)C(F)(Cl)Cl,3.3441011420782623,1.815768477967573,0.5429765431194838
385168,N#Cc1cc2c(cc1C(=O)O)c1ccccc1c1cccnc12,3.538847377810665,2.6984387431639254,0.7625191072335352
290479,CN(C)c1cccc2c1-c1ccc(C#N)cc1C2,3.337447850070427,2.7002972279220616,0.8090904635004499
216501,Cc1cc(C)c(c(C)c1)P1(=S)C=C(c2ccc(cc2)C(F)(F)F)c2ccccc2C1c1ccccc1,2.4463514724831237,1.9168600514873106,0.7835587294174197
496953,[C-]#[N+]c1ccc(C(=O)Cc2cc(Cl)cc(CN3CCN(C(=O)OC(C)(C)C)[C@@H](C)C3)c2C)cn1,3.251055509305617,2.9266738032662443,0.900222649194736
504215,CC1(C)c2ccccc2-c2cc(N(c3ccccc3)c3sc(N(c4ccccc4)c4ccc5c(c4)C(C)(C)c4ccccc4-5)cc3-c3ccc(-c4ccc5c(c4)c4ccccc4n5-c4ccccc4)cc3)ccc21,3.127999963826203,2.5499311385649834,0.8151953862064245
254053,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(Cl)C=CC1=C2,2.8270636141583325,1.5375097881141482,0.5438539764065028
91974,FCC(CC(Br)(Br)C(Cl)(Cl)CC(F)(Br)Br)=C1C(=C(CF)CC(Br)(Br)C(Cl)(Cl)CC(F)(Br)Br)C1=C(CF)CC(Br)(Br)C(Cl)(Cl)CC(F)(Br)Br,3.799297856667738,2.0978242313974103,0.5521610335751237
377443,Oc1ccc2onc(C(F)(F)F)c2c1,4.181680722936555,2.989152186383299,0.7148207585499708
183560,Clc1ccc(NCCC(=O)c2ccccc2)cc1,3.0798051804967863,2.9212709976536555,0.9485246067358201
318899,O=C(O)c1c(S(=O)(=O)O)ccc2ccc3cccnc3c12,3.535337411920082,2.572250393540913,0.72758271526448
461554,CCCC1c2ccccc2-c2ccc(-c3c4ccccc4c(-c4ccc(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc4)c4ccccc34)cc21,3.0426175849875774,1.825164995343581,0.5998667083070293
10323,C/C=C(\C1=NOC=C1)/C(=O)OC,4.783184713395336,3.1690783935625166,0.6625456852392705
449792,N#Cc1c2cnc(C(=O)O)cc2cc2nnoc12,3.339333037517021,2.225990555363446,0.6665973505351814
357573,O=C(O)c1cnc2ccc3cc(F)ncc3c2c1,3.854281529825087,2.783691588220774,0.7222335905356405
16720,CCCCCC=CCC(=O)O,5.433129989731819,4.041264892257717,0.743818922038564
238048,CN(C)c1ccc(/N=N/c2cccc(F)c2)cc1,2.6810933742445515,1.927905067620839,0.7190741979152675
349778,O=[N+]([O-])c1cccc2cc3cnccc3c(C(F)(F)F)c12,2.9008000882110725,1.8999921075869988,0.654988985731425
203132,CC(C)[Si](C#Cc1ccc(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(ccc4cc5ccccc5cc34)nc12)(C(C)C)C(C)C,2.629661703697948,1.6717898426639934,0.6357433126523643
575848,CCCNC(=O)C=O,3.1855341322276614,2.700038304728185,0.8475935879676272
78344,FC(F)(Cl)CC(=C1C(=C(CC(F)(F)Cl)C(Cl)(Cl)Br)C1=C(CC(F)(F)Cl)C(Cl)(Cl)Br)C(Cl)(Cl)Br,2.765941186170343,1.4936561491252829,0.5400173209009422
54609,FC(F)CCC(Cl)(Cl)C(Br)(Br)C(F)(F)C1=CC(Br)=C(C(F)(F)C(Br)(Br)C(Cl)(Cl)CCC(F)F)C=C1Br,3.994995446775204,3.349063671721761,0.8383147656463927
300894,O=C(O)c1cccc2c([N+](=O)[O-])c3ccccc3cc12,2.7772757780942228,1.7681493033169986,0.6366488042935042
175020,n12c3-c4c([C](C1=O)c1cnccc1)c1c(n4C(=O)[C](c3c3c2cc(c(c3)Br)F)c2cccnc2)cc(c(c1)Br)F,2.3762549434770817,1.224886061151992,0.5154691269614631
35701,CSCSCC=C,4.702406196151577,3.912204713415212,0.8319580551371634
474370,c1ccc(-c2ccc3c(c2)C(c2ccccc2)(c2ccc(-c4c5ccccc5c(-c5ccc(-c6nc7ccccc7n6-c6ccccc6)cc5)c5ccccc45)cc2)c2cc(-c4ccccc4)ccc2-3)cc1,2.9117639252135135,1.7747354553116412,0.6095052692781417
379489,CSc1cc(N(C)C)cc2onnc12,3.770082447335878,2.7906238502529503,0.7402023401968144
237138,CN1C(=CC=CC=CC2=C(C#N)C(=C(C#N)C#N)OC2(C)C)C(C)(C)c2ccccc21,2.381768361901777,1.2312895959131132,0.5169644603600168
381440,Oc1ccnc2c1c1ccccc1c1cccc(C(F)(F)F)c12,3.8147372152577312,2.858373007998961,0.7492974867485973
38236,CC(C)(/N=N/C(C)(C)OC)OC,3.119917314315829,2.1200949062198697,0.6795356070789935
353468,COc1ccc2cc3ccncc3c(F)c2c1,3.0155719956831497,1.735200434070573,0.5754133665369443
575166,CC1=C[C@H]2C[C@@H](C1)O2,4.752758304945499,2.9718771816388068,0.6252952477188688
104722,FC(F)(C(Cl)(Cl)C1=C(Br)C(C(Cl)(Cl)C(F)(F)C(Br)(Br)C(Cl)(Cl)Br)=C(Br)C(C(Cl)(Cl)C(F)(F)C(Br)(Br)C(Cl)(Cl)Br)=C1Br)C(Br)(Br)C(Cl)(Cl)Br,3.8088376475984553,2.88985656425499,0.7587240075924736
98609,F/C(=C\C(Cl)(Cl)Br)N1B(Cl)N(/C(F)=C/C(Cl)(Cl)Br)B(Cl)N(/C(F)=C/C(Cl)(Cl)Br)B1Cl,4.463622802863959,3.3423316987010394,0.7487934904706834
276138,O=[N+]([O-])c1cnc2c([N+](=O)[O-])cccc2n1,3.238766610529267,2.404666266734698,0.7424635844142337
298309,CSc1cc(F)c2c(c1)S(=O)(=O)c1ccccc1-2,3.7178561169293305,2.7136598682393656,0.7298991092965277
326116,CSc1ccc(O)c2cnc3ccccc3c12,3.5564229274416506,2.6141497684115644,0.7350503080611056
121543,FC(F)(Cl)C(F)(F)C(Cl)(Cl)C(Cl)(Cl)CC(Cl)=C1C(=C(Cl)CC(Cl)(Cl)C(Cl)(Cl)C(F)(F)C(F)(F)Cl)C1=C(Cl)CC(Cl)(Cl)C(Cl)(Cl)C(F)(F)C(F)(F)Cl,3.758377633068762,2.104758977603565,0.5600179606978459
42678,c1(c(Br)cc(c(c1)Br)C(C(CC(CC(Br)(Br)Br)(Br)Br)(Cl)Cl)(F)F)C(C(CC(CC(Br)(Br)Br)(Br)Br)(Cl)Cl)(F)F,3.9724494212518344,3.3131280845350104,0.8340264993206504
263490,O=C(O)c1ccnc2ccc(C(F)(F)F)nc12,3.431895911069021,2.772933543287805,0.8079888245864799
320309,FC(F)(F)c1ccc2ccc3cc(S)ccc3c2n1,3.626631008072691,2.6857565399841827,0.7405651509640294
130574,FC(F)(F)C(Cl)(Cl)C(CBr)=C1C(=C(CBr)C(Cl)(Cl)C(F)(F)F)C(=C(CBr)C(Cl)(Cl)C(F)(F)F)C1=C(CBr)C(Cl)(Cl)C(F)(F)F,2.1554969945338582,0.9014974119434754,0.4182318111459166
482422,c1ccc2cc(-c3ccc(-c4c5ccccc5c(-c5ccc(-c6cccc7ccccc67)cc5)c5ccccc45)cc3)ccc2c1,3.0367150626180104,1.6923889771880194,0.5573091127387428
156219,O=C(C(Br)(Br)Br)C(F)(F)C(Cl)(Cl)/C=C/C=C/C=C/C(Cl)(Cl)C(F)(F)C(=O)C(Br)(Br)Br,2.8940730218445245,1.6640487983600305,0.5749850766721347
288333,Nc1cc2[nH]c3cc(N)oc3c2o1,3.554552812944184,2.710026931067806,0.7624100902929419
326071,CSc1ccc2c(c1)nc(S(=O)(=O)O)c1ccccc12,3.3628688430503466,2.5209372935974224,0.7496388979924545
173493,n12c3-c4c([C](C1=O)c1ccccc1)c1c(n4C(=O)[C](c3c3c2cc(c(n3)F)N(=O)=O)c2ccccc2)cc(c(n1)F)N(=O)=O,1.93624921698924,0.8415264570789708,0.43461680949702214
107689,FN1B(C(Cl)(Cl)CC(F)(F)C(F)(F)F)N(F)B(C(Cl)(Cl)CC(F)(F)C(F)(F)F)N(F)B1C(Cl)(Cl)CC(F)(F)C(F)(F)F,4.708309124457953,4.1462039925546685,0.8806142253949825
340570,Nc1cc2ncc3cccnc3c2cc1S(=O)(=O)O,3.373975609859884,2.4997988830925704,0.7409060325709892
40597,[CH][CH][CH][CH][CH][CH],2.5515549661013734,2.174789129371173,0.8523387339345168
65221,FC(F)CC(Cl)(Cl)CCC(F)(F)C1=CC=C(C(F)(F)CCC(Cl)(Cl)CC(F)F)C=C1,5.253356107322468,3.619625697071725,0.6890120568880636
104471,FC(F)(Br)CC(F)(F)C(Cl)(Cl)C1=C(Br)C(C(Cl)(Cl)C(F)(F)CC(F)(F)Br)=C(Br)C(C(Cl)(Cl)C(F)(F)CC(F)(F)Br)=C1Br,3.929315232224583,2.932712247747907,0.7463672610679167
144499,FC(Br)(Br)CCC(F)(F)C(=C1C(=C(C(F)(F)Br)C(F)(F)CCC(Br)Br)C(=C(C(F)(F)Br)C(F)(F)CCC(F)(Br)Br)C1=C(C(F)(F)Br)C(F)(F)CCC(Br)Br)C(F)(F)Br,2.500235543013912,0.825908547570017,0.3303322960421659
94150,FC1=C(/C(Cl)=C(\Cl)C(F)(F)C(F)F)C(F)=C(/C(Cl)=C(\Cl)C(F)(F)C(F)F)C(F)=C1/C(Cl)=C(\Cl)C(F)(F)C(F)F,3.57370768744908,2.28152637263276,0.6384199750431514
99070,F/C(=C(/Cl)N1B(Cl)N(/C(Cl)=C(\F)C(Br)(Br)CBr)B(Cl)N(/C(Cl)=C(\F)C(Br)(Br)CBr)B1Cl)C(Br)(Br)CBr,4.025611193211823,2.954215901366555,0.7338552482038242
505715,CC(=O)O/N=C(/C(=O)c1ccc(Sc2ccc(C(=O)c3ccccc3)cc2)cc1)c1ccc([N+](=O)[O-])cc1C,3.108469684602384,2.4570529948540045,0.7904381397138494
109522,ClN1B(CC(Cl)(Cl)CC(Cl)(Cl)Br)N(Cl)B(CC(Cl)(Cl)CC(Cl)(Cl)Br)N(Cl)B1CC(Cl)(Cl)CC(Cl)(Cl)Br,3.4117666661105623,2.848354693121355,0.8348621027968771
300130,CSC1=Cc2c(cc3c(c2[N+](=O)[O-])S(=O)(=O)C=C3)S1(=O)=O,2.654080872725216,1.805885378621149,0.6804183690027734
96159,ClC(Cl)(Cl)/C=C/N1BN(/C=C/C(Cl)(Cl)Cl)BN(/C=C/C(Cl)(Cl)Cl)B1,4.453939785726412,3.1582608651588524,0.7090937500502733
61951,FC(F)(CC(Br)(Br)C1=C(Br)C=C(C(Br)(Br)CC(F)(F)CC(Cl)(Cl)C(F)(Cl)Cl)C(Br)=C1)CC(Cl)(Cl)C(F)(Cl)Cl,4.044573166726297,3.1160295447655666,0.7704223452799347
578926,CC1=C(N)CNC1=O,4.721971231663781,3.286392461846148,0.6959789250321611
544605,c1ccc(-c2ccc(-c3ccc4c(c3)c3ccccc3n4-c3nc4ccccc4c4nc5ccccc5n34)cc2)cc1,3.2443503246881233,2.7899841553677804,0.8599515700068484
184433,COc1cc(C=CC(=O)c2ccc(Br)cc2)cc(OC)c1OC,3.187062531696841,2.0687748277915943,0.6491164849188406
428831,Oc1cc2cc3cnsc3cc2cc1O,3.4727061199015514,2.291675100855667,0.6599104622537522
214334,Fc1ccc(cc1)C1=C(c2ccncc2)C(=O)c2ccccc12,2.4837344999286697,1.7681848784923933,0.7119057526249982
372376,O=[N+]([O-])c1nnc(C(F)(F)F)c2nnsc12,3.18121923276614,2.5248395496424325,0.7936704027301599
541408,NCC(O)CO,5.722931327304204,5.579828351412855,0.974994811625888
50913,FC(F)CCCC(Br)(Br)C1=C(Br)C=C(C(Br)(Br)CCCC(F)F)C(Br)=C1,4.01728697734958,3.139882156950069,0.7815926954318851
104297,FCC(Br)(Br)C(Br)(Br)CC1=C(Br)C(CC(Br)(Br)C(Br)(Br)CF)=C(Br)C(CC(Br)(Br)C(Br)(Br)CF)=C1Br,4.03439609662819,3.41642924468776,0.8468254387671788
54446,FC(F)(C1=CC(Br)=C(C(F)(F)C(F)(F)C(Br)(Br)CCCBr)C=C1Br)C(F)(F)C(Br)(Br)CCCBr,4.32563086569666,3.3912950379981424,0.7840001015555821
532189,NCCc1ccc(Oc2ccc(F)cc2)cc1,4.731605799697514,3.5976355353570377,0.7603413487207726
474803,CCC(CC)(CC)C(CC)(CC)c1ccccc1-c1ccccn1,4.454675771571911,3.4048277968087937,0.7643267369843485
459790,NC1=C(S(=O)(=O)O)C(=O)c2ccccc2C1=O,2.5657702254125807,1.7301399772313466,0.6743160241300005
441986,CSc1ccc2cc3oncc3c(C#N)c2c1,2.834933172373289,1.869785420419485,0.6595518506893684
84033,FC(F)(CCBr)CC(F)(F)C(Cl)=C1C(=C(Cl)C(F)(F)CC(F)(F)CCBr)C1=C(Cl)C(F)(F)CC(F)(F)CCBr,3.679524046899997,1.9672181386893688,0.5346392939996553
187373,CCN1c2ccccc2Sc2cc(ccc12)C=C(C#N)C(=O)C1=CC=CS1,2.5655281088929494,1.9604002177764053,0.7641312566332931
383591,Nc1cnc2c3ccccc3c3cc(S)ccc3c2c1,3.575627900820744,2.6208575423055143,0.7329782670349805
118940,CC(=C1C(=C(C)C(F)(F)CC(Br)(Br)C(F)(F)CCl)C1=C(C)C(F)(F)CC(Br)(Br)C(F)(F)CCl)C(F)(F)CC(Br)(Br)C(F)(F)CCl,3.927306679568413,2.028666576924855,0.5165541533791786
391256,CSc1ccc2c3ccccc3c3ncc(C(F)(F)F)nc3c2c1,3.286861846188988,2.514387429002459,0.7649811725180392
13592,C=C(C1CCCCC1)OC(=C)C2CCCCC2,5.214378292116713,3.7833106415452233,0.7255535424549021
148117,FC(F)(C(=C1C(=C(C(Br)Br)C(F)(F)C(Br)(Br)C(Cl)(Br)Br)C(=C(C(Br)Br)C(F)(F)C(Br)(Br)C(Br)Br)C1=C(C(Br)Br)C(F)(F)C(Br)(Br)C(Cl)(Br)Br)C(Br)Br)C(Br)(Br)C(Br)Br,1.898887668878693,0.641629653431815,0.33789763551979984
289431,Nc1c(C(F)(F)F)ccc2c1-c1ccccc1C2,3.926683996302001,2.932425781670715,0.7467944414249683
438168,Nc1cncc2cc3snnc3c(S(=O)(=O)O)c12,2.828386396796552,1.8844036930503745,0.6662469085499286
575005,C[C@@H](O)[C@@]12C[N@@](C1)C2,5.215567977383512,5.035568036950691,0.9654879504565251
455966,CSc1cccc2cc3c(S)c4ccccc4cc3cc12,2.4943503578825195,1.214274960301251,0.48681010527008
213160,CCOC(=O)c1cc2C3CC(C(Nc4ccccc4OC)c2nc1C)C3(C)C,3.613743124142297,3.018846050502964,0.8353792582364225
507411,c1cc2sc3c4ccc5c6sccc6sc5c4ccc3c2s1,3.4936888641655672,2.5724422848456863,0.7363112128360888
440882,O=C(O)c1cc(C(F)(F)F)cc2cc3cnoc3cc12,3.69144596031572,2.3760629024573965,0.6436672588467685
542476,Cc1nc(-c2ccc(-c3ccncc3)cc2)nc(-c2ccc(-c3ccncc3)cc2)n1,3.666516368280424,2.9003104362437013,0.791026179873276
192525,CN1C(Cc2ccccc2)C(=O)N2C(CC3(N=Nc4ccccc4)C2Nc2ccccc32)C1=O,2.560125139897525,2.0349900296087116,0.7948791244205224
410740,O=[N+]([O-])c1nc2cccc3ncc4c(F)ccc1c4c32,3.0142611203900485,2.063931415354859,0.6847221700181649
506569,CCCCCCCCC(CCCCCC)Cc1ccc(-c2nc3c(-c4ccc(-c5sc(C)c6sc(C(=O)OCC(CC)CCCC)c(F)c56)s4)c4sc(-c5ccc(CC(CCCCCC)CCCCCCCC)s5)nc4c(-c4ccc(C)s4)c3s2)s1,2.291799901076949,1.3566124387701444,0.5919419222126038
146917,CCC(F)(F)CC=C1C(=CCC(F)(F)CCCl)C(=CCC(F)(F)CC)C1=CCC(F)(F)CCCl,4.0841270855264735,1.966664686798169,0.4815385627366323
233406,CCCCN(CCCC)c1ccc(C#Cc2cc(C#Cc3ccc(C#N)cc3)c(C#Cc3ccc(N(CCCC)CCCC)cc3)cc2C#Cc2ccc(C#N)cc2)cc1,2.35783220602846,1.813531037051344,0.7691518643330694
2258,CC1=CC=C(C=C1)S(=O)CC(COC(=O)C)O,4.735922403993024,3.675602386735118,0.7761111929612883
287731,O=[N+]([O-])c1oc2c(sc3ccoc32)c1S,3.2714727009454045,2.272364979310159,0.6946000126039508
134253,FC(=C1C(=C(F)C(Cl)(Cl)C(F)(F)C(F)(F)Cl)C(=C(F)C(Cl)(Cl)C(F)(F)C(F)(F)Cl)C1=C(F)C(Cl)(Cl)C(F)(F)C(F)(F)Cl)C(Cl)(Cl)C(F)(F)C(F)(F)Cl,3.0463887646891834,1.4918508239434751,0.48971124146582307
505890,c1ccc(-c2ccc3sc4c5ccccc5c5c(c4c3c2)c2c3ccccc3ccc2n5-c2ccc(-c3nc(-c4ccccc4)cc(-c4ccccc4)n3)cc2)cc1,2.9674023094639774,2.4392436661696104,0.8220131319538632
441494,N#Cc1cc2cc3oncc3cc2cc1C(=O)O,3.4456738019680984,2.247813488832454,0.6523581795666639
564303,c1ccc(-c2ccc(N(c3ccc4c(c3)C3(c5ccccc5-c5ccccc5-4)c4ccccc4-c4cc5c(cc43)sc3ccccc35)c3ccc4c(c3)oc3ccccc34)cc2)cc1,2.9937406984256265,2.2683510219172445,0.7576978938456974
43584,c1(ccc(cc1)C(C(CCC(C(Br)(F)F)(Cl)Cl)(F)F)(Br)Br)C(C(CCC(C(Br)(F)F)(Cl)Cl)(F)F)(Br)Br,4.178505239270839,3.0624663953622155,0.7329095501856124
145863,FC(Br)(Br)C(Br)(Br)C(Cl)(Cl)CC(=C1C(=C(CC(Cl)(Cl)C(Br)(Br)C(Br)Br)C(Cl)(Cl)Cl)C(=C(CC(Cl)(Cl)C(Br)(Br)C(F)(Br)Br)C(Cl)(Cl)Cl)C1=C(CC(Cl)(Cl)C(Br)(Br)C(Br)Br)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1.6949518762669613,1.051686210296521,0.6204814573336456
70252,FCC(Cl)(Cl)C(F)(F)C(Br)(Br)CCC1=CC=C(CCC(Br)(Br)C(F)(F)C(Cl)(Cl)CF)C=C1,4.138212987548309,3.695866724281589,0.8931069365937134
519198,[C-]#[N+]c1c[nH]c2nc(Nc3cnn([C@H]4CCN(C)C4)c3C)nc(OCC)c12,3.6100982935698163,2.8200828759589243,0.781165122562441
483287,CCn1c2ccccc2c2ccc3c(c21)-c1ccc(C)cc1C3(CC)CC,3.5667794677457345,2.7046407026511123,0.7582864954531353
412588,CN(C)c1ccc2cnc3ccc(N)c4ncc1c2c34,3.016760463323328,1.9889006446362048,0.6592835821128434
449835,Fc1ncc2cc3onnc3cc2c1C(F)(F)F,3.4210739870127065,2.2308105317165188,0.6520790079914262
582095,CC[C@H]1OC[C@]21CN2,5.490367441485685,5.273605945902211,0.9605196741577611
345468,CSc1nc2ccc3cccnc3c2cc1O,3.6488744811239706,2.643656401445257,0.7245128367997262
29073,[CH2-][NH2+]C(CO)C1=CC=CC=C1,5.072262187434055,3.27746432822642,0.6461543601484088
463027,c1ccc2c(c1)sc1c2ccc2c1c1ccccc1n2-c1ccc(-n2c3ccccc3c3c4sc5ccccc5c4ccc32)cc1,3.331942068534169,2.823602500305645,0.8474344518084135
127861,BrC(Br)CC(=C1C(=C(CC(Br)Br)C(Br)Br)C(=C(CC(Br)Br)C(Br)Br)C1=C(CC(Br)Br)C(Br)Br)C(Br)Br,2.577893848819059,1.2940221518826,0.5019687495958748
333715,Nc1cc2ncccc2c2c(N)cccc12,3.4563128197333826,2.501963994070043,0.7238823927583738
32858,CC(=O)ON1C=C(N=C1CC=C)CO,5.240000197602563,3.910407371614768,0.7462609206396369
339637,O=S(=O)(O)c1nc2c(cnc3ccccc32)cc1C(F)(F)F,3.7857321051025785,2.858196339035642,0.7549917056157348
155875,O=C(/C=C(Br)/C=C/C(Br)=C/C(=O)C(Br)(Br)C(Br)(Br)C(Cl)Cl)C(Br)(Br)C(Br)(Br)C(Cl)Cl,2.662224989263019,1.5696984167862489,0.589618992803755
491797,CCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)c2cc(-c3cc(F)c(-c4sc(C)cc4F)s3)c3c4c(cc(C)c(c24)C1=O)C(=O)N(CC(CCCCCCCCCC)CCCCCCCCCC)C3=O,2.2436613256314333,1.6606054596553137,0.7401319622906857
194818,CSC1=CSc2cc3cc4cc5C(=CSc5cc4cc3cc12)SC,2.4647017588929905,1.4155367575558229,0.5743237503070573
173450,n12c3-c4c([C](C1=O)c1ccc(cc1)Br)c1c(n4C(=O)[C](c3c3c2ccc(n3)Cl)c2ccc(cc2)Br)ccc(n1)Cl,2.1420587869677283,1.0121826901041735,0.4725279699428822
494197,[C-]#[N+]c1cnc(Nc2cc(-c3ccc(CO[C@@H]4CCN(CC)C4)cc3OC)[nH]n2)cn1,3.3580211383086223,2.5404041249534153,0.7565182053121243
